no,word
367,"aku ada sis @synthiarynda, harga 80, pengiriman jakarta timur,bisa cek langsunh ig ya,thanka\u0001f60a"
368,"yg ga kebagian kia instan bs cek ig yah dear, free ongkir ke tempat tujuan via shopee\u0001f60a"
369,yuk cek sini. mulai 50k aja
370,ready kia instan di @rumahijabeeka bs via shopee jg \u0001f60a
371,"ready kia instan lipmatte & teal, yg minat silahkan dm"
372,\u0001f34e\u0001f34e yasmine punya kia instan warna ini \u0001f618\u0001f618
373,"kia instan jeans, rose, biyan, olive dan rouge, 80rb aja. yg minat dm ya. bisa via shopee. @dunia_gea"
374,ka ini berapa harganya
375,"yg minat kia instan warna jeans, rose ada di maulidina ya free ongkir via shopee \u0001f60a"
376,"masih ada kia teal, biyan dan olive minat dm ya"
377,"kia instan jeans,rose,rouge,biyan,olive,lipmatte. 80rb aja minat dm ya . @ayumarhamah"
378,"ukuran m nya pada abis yaa ,min ??"
379,admin jilbab polos sequere dong
380,ak msh loading di sabar sis ini gmn ya kak??? udh 1jam kira2 cancel ato msh proces?? @vanillahijab
381,avail bobow pant turqoax l n lips m
382,mau bobow pants lips & navy tp gak kebagian \u0001f602\u0001f602\u0001f602
383,@syaadahfitria aku dapet bowbow pants lips l
384,mau warna yg lips size m atak l ada yg punya kah ??
385,gak kebagian kia instan
386,"bobow pants size l wrna loewy, free ongkir via shopee \u0001f60a"
387,"mau bobow pants , eee tersisa size kecil\u0001f62d .klupaan seh .ya udah ikhlasis aja ya hati\u2764ku\u0001f619\u0001f619\u0001f619.sabar.@vanillahijab memang idola semua\u0001f619\u0001f619\u0001f619"
388,ada yg punya bobow pants silver ukuran m atau s ? saya mauuuu dooong
389,@sherlyayyu order pke wifi / data mb?
390,pake data mb @mumuqueenn
391,@sherlyayyu coba di refresh dear.
392,@winaa14 kalau diwebsite sold out itu tandanya habis dear.
393,hilang sudah trnyta \u0001f62d\u0001f62d\u0001f62d yg dpet bobow pants l lowy mau donk
394,dapet yg s \u0001f62d\u0001f62d\u0001f62d moga cukup
395,yg punya ukuran l.. info dong pengen
396,ada yg mo lempar size m gak?
397,"avail kia instan olive, lipmatte, rose, frozen, jeans. bisa free ongkir via shopee\u0001f60a\u0001f60a"
398,aku mau lempar m tp warna silver.. gmn? @rirye_fitri
399,avail bobow machiato m 2pc kia teal campina dm ya
400,kia rose & jeans\u0001f495\u0001f495
401,"ada yg masih avail: kia lipmatte dan bobow lips s, via shopee? bisa colek2 saya \u0001f60d"
402,"masih available kia olive, cacaote, jeans, rose. kirim dr bekasi, bisa free ongkir via shopee"
403,@zenithms sy punya bobow pants luna size s..
404,avail kia lipmatte \u0001f60a
405,sy ada kia lipmatte mba @iendaw
406,mau 1 set ini
407,@kanasahouse plus bobow lips s ga mba? mw satu set biar hemat ongkir \u0001f601
408,"@ummi.zubair cek dm kak saya ada olive, teal, campina, fushia"
409,"avail bobow patns dark grey, machiato, loewy dan silver size m.. bagu yg berminat bisa langsung dm ke ig kami mba say.. free ongkir via shopee \u0001f618\u0001f618\u0001f618"
410,alhamdulillah titipan semua aman.. \u0001f60a\u0001f495
411,"ada yg punya campina, frozen, jeans dan bowbow luna/machiato ukuran l?please dm"
412,"@rirye_fitri saya ada mba say, barangkali minat. free ongkir via shopee"
413,"\u2b05 barangkali ada yg berminat bobow pants, kia instan, sala instan, belle instan, dll \u0001f60a"
414,mimin stock lagi dong kia instannya tadi jam 7 aku dijalan baru juga sampe rumah langsung buka laptop ehh kia instannya udah habis\u0001f602\u0001f602\u0001f602\u0001f602\u0001f602
415,"bobow clutch cappucino,kia instan lips yg minat bs dm\u0001f609"
416,"ada bobow pants navy dan dark grey, kia instan jeans dan campina.. yuk mampir \u0001f60a\u0001f60a"
417,@annisaadi aku dm mb
418,"masih ada kia lipmatte,campina dan teal yaaa...pengiriman dr surabaya \u0001f618\u0001f618\u0001f618\u0001f618"
419,yg punya bobow pants darl grey atau turquis size l...bs dm ya...
420,yg pnya bobow pants luna size s bisa dm \u0001f60a
421,@ern.rdh ada fuchia kaa kali ajaa minaat
422,"saya ada bobow pants machiato dan dark grey size s, minat bisa dm/line ya, kirim dari jogja, bisa pakai shopee, thx"
423,avail kia fuchia kali aja ada yg mauu
424,kalo atasannya ada ndaaakk
425,"yang blm dapat kia instan di kami ada warna jeans,biyan,campina, rouge, rose minat silahkan dm langsung ya,via shopee juga bisa \u0001f60a"
426,ready bowbow pant machiato size l \u0001f606\u0001f606\u0001f606
427,"kia rose, rouge, gading, campina, frozen, bowbow silver l yuk cek ig \u0001f61a"
428,"ga kebagian...sisa uk ""s"" smua... ukuran l/xl ny cpt abizz :("
429,"cek sophee aja mbak @dessysuherlan, tadi masih ada beberapa warna n sizenya... soalnya liat web dah sold out semua... \u0001f60a #justsharing cari aja key word ""bobow"""
430,ad yg punya kia lipmate n campina?
431,@dessysuherlan kami ada silver n loewy size l mba
432,aku ad mba @jp_furniture
433,yg punya machiato atau luna atau lips size m doong?
434,mauu... tp kepanjangan \u0001f62d\u0001f62a
435,@jp_furniture ada mba.. cek dm yaa. \u0001f60a
436,"yg cari bobow pant silver, darkgrey,lips,turqois, dm ya\u0001f609"
437,@vanillahijab sist saya salah konfirmasi bank seharusnya bank penerima mandiri bukan bca.gmana ya sist?
438,"yang mau bobow machiato s, navy m, loewy l. langsung dm aj yaa"
439,ada yg punya dark grey & machiato size l mau d jual kah? \u0001f61f
440,lips dong size l ada yg punya???
441,"@eva_muasda \u0001f64bkita ada mba, minat dm ya\u0001f60a"
442,"kia instan jeans, teal, lipmate, frozen, rose only 78rb \u0001f618"
443,"udah konfirmasi pembayaran, tp kok belom dpet email lg \u0001f602"
444,@vanillahijab kapan restock paul blouse ny??
445,yg cari mille bouse xl cek ig yaaa.. \u0001f60amakasii
446,udah konfirmasi pembayaran... tinggal nunggu blsan email dri vanilla @vanillahijab
447,"vanilla,,, jangan kebanyakan di filter yah, soalnya warnanya suka beda banget,, belum karna efek cahaya, belum lagi difilter #cumasaran\u0001f600 @vanillahijab"
448,bobow pants size xl dong\u0001f622 g kebagian
449,"@ria_saputra89 paling besar l mba, kalau minat ada l turquiz"
450,jules blouse ready stock yaa \u0001f618\u0001f618
451,udah konfirmasi pembayaran blm dapat email \u0001f914
452,@selviantiyusnitasari hubungi ke line @vanillaind (pakai @) ya dear. sebutkan no. order nya.
453,"@nenenggg.nd @xolovesls ditunggu ya dear, sedang dilakukan pengecekan satu persatu."
454,"yg masih cari beberapa warna tertentu untuk size s dan l, bisa preorder di kami. link shopee bisa check di profile kami."
455,"avail bobow pants machiato s, yg mau dm yah, bisa shopee juga \u0001f618"
456,"yg cari silver m ada 2 pcs, dm ya\u0001f609"
457,bobow pantsnyaa ready yaah for booked \u0001f607\u0001f607
458,kia campina \u0001f618\u0001f495\u0001f495\u0001f495\u0001f495\u0001f495
459,gamis murah
460,"kia olive,gading, lipmatte ready ya"
461,mb saya sdh melakukan pembayaran dan konfirmasi di vanillahijab web.tapi blm ada konfirmasi kmbali dari vanilla
462,yg punya bobow machiato/lowey size l dan kia campina/biya dm
463,"@yulianti3715 ditunggu ya dear, pengecekan dilakukan satu persatu."
464,yg punya bobow luna/silver size s bisa dm. btk
465,bobow pants silver k atau dark grey l ada yg punya gk?
466,free lipmate wardah setiap pembelian bowbow atau kia instan di kami \u0001f3b6
467,fushia olive n rouge masih ada di kita bs free ongkir via shopee
468,saya dari semalem udah konfrm pembayaran tapi ko blm ada balasan lagi yahh\u0001f610
469,"saya udah transfer dan konfirmasi pembayaran order id no 400033652 dari semalem tapi pas konfirmasi salah masukin data harus bank penerima mandiri saya masukin bca, sudah line ke vanillasupport belom ditanggapi @vanillaforclothing @vanillahijab"
470,"@yuniastutifitriani darkgrey & silver l bisa dm kalau minat serius, sis"
471,yang cari kia instan campina chat kami yaa.. atau boleh cek ig.. makasi..
472,@nurulwaqi cek dm ya say \u0001f60a
473,yg cari kia gading bs dm ya\u0001f609
474,ada hit n run tu di web
475,@lumeeflyforhijab tolong y kejelasannya untuk orderan sy jangan di diemin aja
476,@lumeeflyforhijab udah seminggu lebih lo barang belum sampe juga
477,kia instan olive dan bian minat bisa dm ya
478,@zhiee_tya ada apa mba?
479,"masih ada kia frozen,fushia,gading, minat bisa dm ya\u0001f60a"
480,"kia instan bs free ongkir via shopee, cek ig yah dear \u0001f60a"
481,@zhiee_tya knp kaa ??
482,@zhiee_tya kenapa mbak
483,blm dapet email jga dri vanilla. tpi d web statusnya dah proses sh
484,yg punya darkgrey bobow pants size l dm yaa
485,masih ready kia instnt rough...bs dm
486,@zenithms saya ada ka silver m
487,kia instan campinaa \u0001f618\u0001f495\u0001f495\u0001f495\u0001f495\u0001f495\u0001f495
488,\u0001f1f5\u0001f1f0\u270c\ufe0f
489,"bobow pants navy s, machiato m,silver s,kia instant cacaote..minat bisa cek ig\u0001f609\u0001f609"
490,campina campina
491,jilbab murah nan cantik.. cek yuk
492,"alika dress , swing dress , ayomi dress yang masih cari dm yaaa"
493,"blouse murah kekinian, cuma 65rb aja.. dijamin cantik dan berkulitas sis \u0001f60d ig ga dikunci"
494,"olive,teal dan rouge bs via shopee"
495,@zhiee_tya knapaa mb?
496,"kia campina, gading, frozen, rouge + sala instant polos yuk cek ig \u0001f618"
497,mba @dindavanillahijab aku udah konfirmasi pembayaran di web vanillahijab kmaren malem tp blm dpt email lg
498,"@nopidwy status bisa cek diwebsite dear, login dan klik akun saya."
499,kok blm dpt email lg ya @vanillahijab pdhl udah konfirmasi pembayaran
500,yang ada kia jeans atau biyan please dm
501,@nopidwy @sifachipox cba mba buka email mba. dan nnti klik assalamualaikum dan klik lg akun saya. misal payment review brti lg di cek trf'n mba.klo sdh processing brarti sdh di cek dan tgl tunggu brg ya dtg krmh mba. #bantujawab
502,"@sifachipox bisa di cek dengan login ke website dear, klik akun saya ada history nya disitu."
503,@ansforbaby aku adaa mbaa
504,"@ansforbaby kia instan rose 2pc, jeans 2pc, rouge 2pc dan olive ready, 80rb. minat dm ya"
505,"ready bobow pants silver s, machiato m, lala bag sakura, bisa free ongkir via shopee"
506,"yg masih cari bobow pants silver m,turqoaz l. bs dm ya\u0001f609 tq"
507,pnts nya yg l abs smua y
508,cantik ..brp
509,@gallerycut harga ya 125rb mba.
510,"yg kehabisan warna jeans , rose , lipmatte ready di kami ya .. kia instant di modifikasi dengan tambahan aplikasi lace , diamond fancy dan 3d flower makin kece m elegan lho sista yg penasaran cek di @queenaccessories2 ya .."
511,"ready soon teal,biyan,olive,lippmate, harga 80, pengiriman jakarta timur, bisa cek langsung ig ya,thanks\u0001f60a"
512,bobow pant xl lips ada yg punya kah?
513,"@vanillahijab bobow pants nya repeat dooong,pgn bgt tp kmrn ga dpt \u0001f62d\u0001f62d\u0001f62d\u0001f62d yg mau lepas size l atau xl warna apa aja dm yaaa"
514,@imong9 cek dm y mbak \u0001f60a
515,@dindavanillahijab kak ini gimana ya? kmrn aku pesen di web bobow pants turqoaz ukuran l tp stelah smpe di alamatnya ukurannya m. jadi blm saya pakai. mohon pencerahannya kak \u0001f622\u0001f630
516,@lagilagi_aziim untuk klaim line ke @vanillaind (pakai @) sebutkan no. order nya ya dear.
517,"@dindavanillahijab okeh kak, terima kasih"
518,"yang masih cari bobow pants warna lips size m , aku ada yah,, agak sempit di saya ,, yang punya size l mungkin bisa tukeran thx"
519,cek @vee_rosya u kia instannya
520,"mba saay @vanillahijab ternyata aku juga ada salah kirim , order turquaz l yg datang turquaz m, mohon diproses ya mba \u0001f64ftq"
521,"mba maaf @vanillahijab mau tanya juga, yg bener sz yg cantum dijahitankan bukan yg tempel? karena ini sz dijahitan beda dgn yg ditempel saya jadi bingung\u0001f606"
522,@vanillahijab no pesanan 400034883 koq belum ada.konfrmasi balasan yah...padahal sudah trf dari hari jumat dan blum ada kabar resi atau lain nya
523,preloved alo pants baby pink yg minat bs dm
524,ada yg msh punya bobow pants dark grey size l gk?
525,"avail kia instan olive & rouge, yang minat langsung dm yaa say \u0001f609"
526,mmm
527,restock blouse on pict please
528,availble bobow loewy size s.. yg minat bs langsung dm ya \u0001f60a
529,available bobow pants m lips dan kia instan freeongkir
530,pesen size m dapetnya l \u0001f62d\u0001f62d\u0001f62d\u0001f62d
531,bowbow bag maroon dm yaa
532,sdh ready kia campina habisin stok only 75 dm yah
533,@irenanovi mb tuker ama aku aja. aku pesen turqouz size m yg dateng l...
534,ka ini satu stell apa pisah2
535,"ready siap kirim dari jogja bobow pants machiato size s minat segera dm/line ya, free ongkir via shopee, makasih"
536,huffftttt
537,ukuran detailnya ka
538,gak ada link via ig ya
539,eroorrrr \u0001f622\u0001f622\u0001f622\u0001f622\u0001f622\u0001f622
540,traffic\u0001f602\u0001f602
541,fokus ke blouse.nya
542,susahh lagi skrng beli vanilla
543,fokus ke blouse.nya
544,ga bisa masuk web sihh \u0001f602\u0001f602\u0001f602
545,errorr
546,alhamdulillah titipan order aman semua \u0001f607\u0001f64f
547,"uda coba dari tadi, uda sampe check out eee balik kranjang mpe 3x, habis itu penuh. jadi males"
548,duh udah 4 kali balik lagi k keranjang belanja trs
549,klo mlm tuh gni nih.. enakan pagi
550,"lanjut ke pembayaran penuh terus, ngulang sdh 2x \u0001f625"
551,alhamdulillah.. gk sia2 mantengin web 15 menit sebelum open order.. dpt semua warnanya.. dan ud bayar biar gk di block \u0001f605
552,"bowbow dark grey, udah msk keranjang, pas cekout habis \u0001f625"
553,"alhamdulillah, sudah selesai\u0001f64f"
554,done bobow pants \u0001f618
555,"kelebihan order bobow machiato l, yg minat bisa dm/line yaa, free ongkir via shopee, kirim dari jogja, thx"
556,alhamdulillah berhasil dpt semua yg dipengen \u0001f64c\u0001f64c\u0001f64c\u0001f64c\u0001f64c
557,asiiiikkk dapet banyaaak
558,titipan aman. sisa stock masih ada. bisa dm untuk tanya2.
559,alhamdulillah \u0001f60d\u0001f60d
560,ssusaaaahh ordernya kaka \u0001f625\u0001f625
561,udh checkout pembayaran malah balik lg ke awal \u0001f624
562,seperti biasa....maaf vanila sedang penuh \u0001f62a
563,nyebelin bgt ya.. ilang semua\u0001f61d\u0001f61d\u0001f61d\u0001f61d
564,dapet banyak alhamdulillah
565,sabar yaa sis nya lamreta.. gini amat mau beli hijab \u0001f625
566,sussahhh \u0001f612\u0001f612\u0001f612\u0001f612
567,balik lagi balik lagi
568,bowbow dark grey&navy size l out of stock\u0001f62d\u0001f62d\u0001f62d
569,masih ada kia instan rose & rouge \u0001f60a berminat dm yaa \u0001f60a
570,titipan order aman semua dan full booked. lain kali bisa titip di kita ya \u0001f60a\u0001f618
571,hahaa.. nongkrong di tower.! \u0001f602
572,ini teh @novilidyaningrum
573,"udh 3 di kernjang, trus gmn?"
574,"coba lagi terus, log out kah?"
575,alhamdulillah dapet\u25a1\u25a1
576,emang harus extra sabar kalo belanja divanilla \u0001f61e
577,lemootttt g kbagiannnnn pengen waena libs nya
578,"alhamdulillah dapet juga kia instan rouge dan biyan, setelah beberapa kali bolak balik saking sibuknya server kali yah fuiiih....tinggal transfer aja. makasih @vanillahijab udah kasih kode kupon tadi langsung di pakai \u0001f606"
579,pada akhirnya.. ya allah\u0001f601\u0001f605
580,avail bowbow pants dark grey & navy size m. cek ig dear\u0001f60a
581,lago proses checkout tetiba habis.. sedih huhu @vanillahijab brlom rezeki
582,alhamdulillah akhirnya dapet juga bolak balik mulu pas chek out \u0001f605
583,ready bowbow pants lips l dan kia instan olive
584,akhirnya kebagian yg warna rose dan frozen. dritdi udah ketar-ketir tkut keabisan gra2 terkendala sinyal :)
585,alhamdulillah bobow pants machitoo ^^
586,akhirnya dpt kia jeans & biyan.penuh perjuangan \u0001f602 luar biasah @vanillahijab
587,kia instan teal lipmate campina gading rose bian \u0001f495\u0001f495\u0001f495\u0001f618\u0001f60d\u0001f60d\u0001f60d
588,tinggal transfer dwh. klw batas transfernya 08.20 berarti bsk pagi kn ya?cz dah mlm gk nsa keluar buat k atm.
589,@vanillahijab
590,yg area jogja ayok kopdar sekalian foto-foto yuk heheh
591,done
592,fuuuuuuuull \u0001f624 gagal loading terus
593,"avail : teal, lipsmatte, olive ya"
594,alhamdulillah kbagian kia instan yang jeans\u0001f619\u0001f619\u0001f619 tpi paling deg deg an klau blanja di @vanillahijab tkut kehabisan\u0001f605\u0001f605\u0001f605
595,@noviekurnayanti kode kupon drmn sis? \u0001f601
596,yuhuuuu alhamdulillah dpt bobow pants darkgrey dan kia rose lancar jaya \u0001f917\u0001f917\u0001f60d\u0001f60d
597,alhamdulillah dpet bobow naavy l dan kia instan lengkap wrna
598,alhamdulilah dapat yeeee
599,oww..salah fokus ma bju atasannya \u0001f606
600,"@xolovesls iya mbak,,, transfernya sblm jam 08:20 #bantujawab"
601,08:20 pagi..
602,"alhamdulillah, titipan aman \u0001f60d\u0001f60d\u0001f60d. meskipun harus : sabar ya sis \u0001f604\u0001f604"
603,"waktu itu dapet dm dari vanilla mba @hlnraydev, kayanya hadiah hiburan waktu ada giveaway ttg #vanillaitugampang . mba waktu itu ikutan atau gak?"
604,avail rounge n olive. minat bsa dm ya freeong via shopee
605,ada yg dpt bobow pants silver l kah? mau dong...
606,"kia instan banyak warna dan free ongkir via shopee, cek ig yah dear"
607,@lovelinesshijab ada l silver ga mba?
608,dapeeet hahaha
609,@jakarta_hijab_boutique silver bobow pants l ada ga mba?
610,kia instan banyak warna cek ig kita sis
611,@fairahijab mau dong mba..
612,ada yg punya bobow pants darkgrey/machiato l?
613,"avail kia instan rouge...yg minat bs dm,freeongkir shopee\u0001f60a"
614,ehh si lenay demen jga wkwk @leniyanti853
615,iya win abis cakep pngen coba\u0001f606\u0001f606@wwidiyanti_
616,@iskandarammy saya ada mba
617,"akhirnyaaaa kebagian banyak warna , perjuangan \u0001f602\u0001f602\u0001f602"
618,butuh rouge \u0001f622\u0001f622\u0001f622 kalau ada yg mau jual kia rouge dm aku ya
619,bowbow kia \u0001f495\u0001f60d\u0001f618
620,"avail kia rose, lipmatte, olive, frozen, jeans. yuk cek ig. bisa free ongkir via shopee"
621,sinyal lemooot bgt gk dpet bowbow pants l deh... nunggu hit n run aja dah...
622,@hijabchoi cek dm mba
623,@rismadamayantiii cek dm mb
624,"kia instan jeans 2pc, rouge, rose, lipmatte only 80rb bisa via shopee. minat dm ya."
625,"jeans, lipmate, frozen, teal, rose only 78rb grab it fast \u0001f618"
626,"sabar menunggu dah hampir 45 menit proses checkout nya ""sabar ya sis"", hmmmm...."
627,kia instan lipmate @80rb
628,gak bisa chekout... kenapa yah
629,@iiq_nurhikmah detail size bisa line ke @vanillasupport (pakai @) ya dear.
630,"yang cari bobow pants machiato, dark grey, silver size m bisa dm"
631,ga bs chekout
632,cari bahan batik murah buat lebaran. cek bangtan batik
633,baru tau klo no rek vanila ganti yah yg mandiri
634,until now masih disuruh sabar!! udh lewat 51menit \u0001f601
635,pengiriman dari mana sis ? ongkir ke purwakarta berapa\u0001f60a @vanillahijab
636,"hampir 40menit gk bs checkout pdhl udh ngincer sih rouge n biyan. gilirn bs 2""a udh soldout alhasil dpt wrn lain deh \u0001f602\u0001f602\u0001f602"
637,minat kia instan rouge & campina dm ya
638,"loewy n silver size l, kia rose, yang ketinggalan boleh mampir \u0001f483\u0001f483\u0001f483\u0001f483\u0001f483"
639,waduh aku salah pilih jumlah lol
640,"available kia instan gading, lipmate,cacaote"
641,ada yng punya kia rose dan rouge?
642,yg pnya bobow pants dark grey dan lips ukuran l sya mauu...
643,ga bs chekout \u0001f622 @vanillahijab
644,"aku ada mba @melianarahmadina, bisa cek ig langsung"
645,"ready to booked kia instan rose,jeans,biyan,teal,lippmate,rouge,frozen, bisa cek langsung di ig,thanks\u0001f60a"
646,yg punya kia instan rose mau dong
647,mau dong kia biyan @asyfahsop
648,klo ada punya kia campina & biyan sayaa mau
649,yg mu bobow pant..dm aku y guys
650,"atau liomate, jabodetabek ya"
651,"kia fushia & cacaote, minat dm ya"
652,jakarta sis @niakr97
653,"avail kia biyan, rose, lipmatte, fuschia, gading, frozen, jeans, rose, campina, yg minat yuk cek ig, bisa free ong via shopee"
654,@dhatu_cw aku ada campina&jeans say
655,"aku ada sis @tiafauziah, bisa cek langsung ig, thanks\u0001f60a"
656,ada yg pnya kia olive sma rouge ??
657,yg py wrn biyan dm
658,pesen 2 malah dapet 4 ..siapa tau ada yg minat kia instan wrna jeans 1 campina 1..dm ya..
659,mm
660,"@ririzamalia sis, silver m ada?"
661,boleh campina nya sis @marwa_hijab18 brp hrg ke balikpapan?
662,adakah yg punya bobow pants lips & navy??
663,"aku ada mba @ekareysha, bisa cek langsung ig atau dm langsung ya\u0001f60a"
664,@shbrn___ mau yg olive dong ..
665,gak kebagian kia instan
666,"bobow pants size l wrna loewy, free ongkir via shopee, minat dm ya \u0001f60a"
667,@dhatu_cw cek dm ya say \u0001f64f\u0001f609
668,@phutri_puspitasari boleh kak. langsung dm ajaaa
669,@anyunpreloved mau lipmatte nya sis
670,outernya bikin ngiler
671,bowbow size m dark grey & navy \u0001f60d\u0001f60d\u0001f60d
672,yg mau kia olive bisa dm ya \u0001f609
673,last stock...kia instant rough....\u0001f60asilahkan yg minat
674,available kia instan \u0001f618\u0001f618 yang belum kebagian boleh cek ig yaa. \u0001f60a
675,@tiafauziah kami ada rose dan lipmatte kak\u0001f60a bisa free ongkir via shopee
676,yuuuk kia instan lipmate siap di adopsi :d
677,"udh login , udh masuk kranjang blnja , udh milih item eeh lodiiiiing nya lamaaaa bgtttttt ....... @vanillahijab"
678,@niakr97 pengiriman dari jakarta via si cepat dear. dalam proses ceckout akan muncul biaya ongkir nya.
679,"@eni_imoet iya dear, sesuai yang tertera di website."
680,"masih ready rouge n cacaote, yg minat dm ya"
681,"boleh sis, langsung dm ya/cek ke ig @rosalia9088"
682,gak kebagian kia instan olive \u0001f602\u0001f602
683,avail kia lipmatte \u0001f60a
684,"klo ada kia instan jeans,info sista"
685,kak.. ini jilbab nya langsung pke.. atau kita model sendiri?
686,@nurainirhesi cek dm mb
687,"@agrahouse di aku masih ada kia jeans, cek dm ya"
688,mau sis
689,dm apa yah \u0001f606\u0001f606
690,ko blm dpt email dr vanilla ya aku?
691,@inggridcitra11 langsung slup mbasay #bantujawab
692,"yg punya keduanya, campina n rose blh dm..."
693,"avail kia instan lipmatte, campina dan teal yaaa...pengiriman dr surabaya \u0001f618\u0001f618\u0001f618"
694,telat\u0001f602\u0001f602\u0001f602\u0001f602\u0001f602\u0001f602
695,yg nyari wrna ini aku ada \u0001f61a
696,@tiafauziah aku ada mb rose
697,mau bajunya dong
698,udh mantengi 1 jam sblm lauching ttp aja kia instant nya ngak dapet \u0001f622\u0001f622\u0001f622\u0001f622
699,memang blm jodohnya dpt kia instant \u0001f622
700,tas seratus ribuan aja di sini \u0001f618
701,warnanya apa ajh sist ? @vanillahijab
702,@selvii_wd
703,@noviekurnayanti ga iktan mba... ikutnya yg challenge nya tas doraemon dan alhamdulillah menang \u263a\ufe0f\u263a\ufe0f
704,baju nya kapan @inne_vanillahijab
705,"saya ada bobow pants machiato dan dark grey size s, minat bisa dm/line ya, kirim dari jogja, bisa pakai shopee, thx"
706,ready cacaote \u0001f606\u0001f606
707,q ada oliv . jeans. campina. yg minat dm ya mbasay..
708,masih ada kia lipmatte(2pcs) free ongkir via shoope\u0001f60a\u0001f60a
709,ready kia instan (hampir) semua warna. dm ya buat yang berminat ^^
710,@iskandarammy masih ada kia instan fuchia kak kalo minat \u263a
711,ship to malaysia x?
712,"yg jual kia instant fuschia info dong, thx"
713,yg punya jeans dan olive dm yah (via shoppe)
714,"@wulanariela sy ada kia instan fushia mb,,cek dm ya"
715,"kia rose, gading,campina, biyan, rouge yuk cek ig \u0001f61a"
716,ada yang punya kia instan warna rouge gak? via sophee
717,@mumuqueenn warna rouge masih? via shopee gak?
718,@dwisophie msih mbaa . bsa via shopee
719,@mumuqueenn aku dm mba
720,@fadila_ ak dm ya mb\u0001f604
721,"kia instan lipmatte, rose, cacaote, campina, jeans, n biyan msh ada di kita, yuk cek ig.. pengiriman dr tangerang.."
722,ada yg pny kia instan wrna jeans ga?
723,masih ada yg punya kia instan? saya mau yaaa warna apa aja terserah
724,@eightninehijab saya mau yg warna jeans bisa?
725,cek dm ya mba @soraya.dindra \u0001f60a
726,"@vivi_ria aku aku ada say,cek dm yaa.. \u0001f64f\u0001f60a"
727,@soraya.dindra sy ada warna fushia ma cacaote mb..sp tau minat
728,"ada yg pnya biyan,rose dan campina??"
729,"avail bobow pants machiato s, yg mau dm yah, bisa shopee juga \u0001f618"
730,"avail kia instan campina, yang minat langsung dm aja yaa \u0001f609"
731,ada yang masih punya kia jeans n biyan? mauuu
732,bobow pantsnyaa ready yaah for booked \u0001f607\u0001f607
733,@widyaiyumz kami ada kak
734,last stock kia lipmate only 73rb \u0001f618
735,free lipmate wardah setiap pembelian bowbow atau kia instan di kami \u0001f3b6
736,"ka admin mau kardigannya dong , kapan launcing nihh.. @vanillahijab @vanillaforfashion"
737,ada yg punya kia rose dm ya
738,fushia olive n rouge masih ada di kita bs free ongkir via shopee
739,mau kia biyan dm donk
740,mau kia biyan dm donk
741,"yg masih mau kia teal, rouge, lipmatte yuks dm sist"
742,"yang minat rouge dan olive, pengiriman jakarta timur,harga 80, bisa cek langsung di ig,thanks\u0001f60a"
743,"kia instan bs free ongkir via shopee, cek ig yah dear \u0001f60a"
744,@aiu_devitasari aku ada campina kak..:)
745,@soraya.dindra aku ada kia instan campina kak..siapa tau minat :)
746,kia instant olive dan fuschia masih ready yaa..barangkali berminat\u0001f60a
747,"kia rouge,olive,campina,frozen,cacaote,fuschia,gading,lipmatte,biyan free ongkir via shopee....cek ig ya dear \u0001f60a"
748,plissss restock lagii kia instanya @vanillahijab
749,blouse adem cuma 89.000 aja \u0001f609
750,"@nanda_najwa7 yg cari kia gading,fushia,frozen bs dm ya\u0001f60a"
751,mau dong yang kia olive daerah jkt
752,avail kia instan teal campina lipmatte 80k
753,"@desi_widiyani saya ada kia olive mbak, bisa freeongkir \u0001f60a"
754,via shopee ya sis @khalisha_sisters pengiriman drmn? hrganya brp?
755,@desi_widiyani dm y mbak
756,lipmate n fushia avail cek ig kita sis
757,yg masih punya kia instan jeans ato frozen dm ya :)
758,@malinaabiputra saya dm y mbak \u0001f60a
759,kia instan ready smua warna n bs free ongkir pakai shopee. follow @rumahijabeeka \u0001f60d limited yaa dear siapa cpt dia dpt @desi_widiyani @nanda_najwa7
760,"masih ready nih gading dn fuschia, minat dm ya"
761,udh kehabisan lagi aku shay
762,"cari rose,biyan,campina kl yg ada dm ya"
763,"sudh ku dm say, siapa tau minat campina ny @yasminelovehijab yuk siapa tau minat say campina ny @fitrisalsatibie"
764,"kia lipmatte, gading, jeans, olive, campina, rouge msh ready ya...bisa langsung booked via shopee...transfer klo barang sdh ready \u0001f60a"
765,"yg kehabisan warna jeans , rose , lipmatte ready di kami ya .. kia instant di modifikasi dengan tambahan aplikasi lace , diamond fancy dan 3d flower makin kece m elegan lho sista yg penasaran cek di @queenaccessories2 ya .."
766,"hay..kia instan olive & fuschia ready stok yaa di aku, kirim dari tangsel \u0001f60a\u0001f48b"
767,yang punya teal info please \u0001f625\u0001f625
768,restock lgi gk ka? sold out smua ya?! hehe
769,msh ada kia instan dan bpbow pants m lips freeongkir
770,"yg punya olive pls dm yaa, jabodetabek only"
771,ready kia instan di @rumahijabeeka bs via shopee jg \u0001f60a
772,"@esyabachri kia instan jeans, rose, biyan, olive dan rouge, 80rb aja. yg minat dm ya. bisa via shopee. @yasminelovehijab @fitrisalsatibie"
773,warna bobow pantsna keren ya.sukaaaa\u0001f61a
774,ko di web tgl 22maret jam 06.00 ya kak\u0001f60a @vanillahijab
775,outernya bagus
776,"maaf, boleh tau modelnya pake bobow pants size apa ya?"
