id,content,main post,label
dindavanillahijab,@niakr97 pengiriman dari Jakarta via si cepat dear. Dalam proses ceckout akan muncul biaya ongkir nya.,no,abaikan
dindavanillahijab,"@eni_imoet iya dear,  sesuai yang tertera di website.",no,abaikan
dzkia_shop,"Masih ready rouge n cacaote,  yg minat dm ya",no,abaikan
lakulaku.os,"boleh sis, langsung dm ya/cek ke ig @rosalia9088",no,abaikan
nurainirhesi,Gak kebagian kia instan olive 😂😂,no,baca
kanasahouse,Avail Kia Lipmatte 😊,no,abaikan
agrahouse,"klo ada kia instan jeans,info sista",no,abaikan
inggridcitra11,Kak.. Ini jilbab nya langsung pke.. Atau kita model sendiri?,no,jawab
anditaratih,@nurainirhesi cek dm mb,no,abaikan
avalovable,"@agrahouse di aku masih ada kia jeans, cek dm ya",no,abaikan
apitku,Mau sis,no,abaikan
nurainirhesi,Dm apa yah 😆😆,no,abaikan
megawati_ade,Ko blm dpt email dr vanilla ya aku?,no,jawab
citraoktavinni.rs94,@inggridcitra11 langsung slup mbasay #bantujawab,no,abaikan
sepatuanakbranded_keren,"Yg punya keduanya, campina n rose blh dm...",no,abaikan
lana.hijab,"Avail kia instan lipmatte, campina dan teal yaaa...pengiriman dr surabaya 😘😘😘",no,abaikan
dramdiani,Telat😂😂😂😂😂😂,no,abaikan
mumuqueenn,Yg nyari wrna ini aku ada 😚,no,abaikan
mumuqueenn,@tiafauziah aku ada mb rose,no,abaikan
aniedwiy,Mau bajunya dong,no,baca
citra_kurdie,udh mantengi 1 jam sblm lauching ttp aja kia instant nya ngak dapet 😢😢😢😢,no,baca
amy_imora,Memang blm jodohnya dpt kia instant 😢,no,baca
new_rnbags,tas seratus ribuan aja di sini 😘,no,abaikan
elannpuspachaniago,Warnanya apa ajh sist ? @vanillahijab,no,jawab
miseimanda,@selvii_wd,no,abaikan
hlnraydev,@noviekurnayanti ga iktan mba... ikutnya yg challenge nya tas doraemon dan Alhamdulillah menang ☺️☺️,no,abaikan
iimku,Baju nya kapan @inne_vanillahijab,no,abaikan
fairahijab,"Saya ada bobow pants machiato dan dark grey size s, minat bisa dm/line ya, kirim dari jogja, bisa pakai shopee, thx",no,abaikan
anbi.stuff,Ready CACAOTE 😆😆,no,abaikan
citraoktavinni.rs94,Q ada oliv . jeans. Campina. Yg minat dm ya mbasay..,no,abaikan
hijabcantikos,masih ada kia lipmatte(2pcs) free ongkir via shoope😊😊,no,abaikan
cherrishstore,Ready kia instan (hampir) semua warna. Dm ya buat yang berminat ^^,no,abaikan
fairahijab,@iskandarammy masih ada kia instan fuchia kak kalo minat ☺,no,abaikan
nurzarifahismail,Ship to Malaysia x?,no,abaikan
wulanariela,"Yg jual kia instant fuschia info dong, thx",no,abaikan
fadila_,Yg punya jeans dan olive dm yah (via shoppe),no,abaikan
nadhira_store2,"@wulanariela sy ada kia instan fushia mb,,cek dm ya",no,abaikan
mumuqueenn,"Kia rose, gading,campina, biyan, rouge yuk cek ig 😚",no,abaikan
dwisophie,Ada yang punya kia instan warna rouge gak? Via sophee,no,abaikan
dwisophie,@mumuqueenn warna rouge masih? Via shopee gak?,no,abaikan
mumuqueenn,@dwisophie msih mbaa . bsa via shopee,no,abaikan
dwisophie,@mumuqueenn aku DM mba,no,abaikan
anditaratih,@fadila_ ak dm ya mb😄,no,abaikan
eightninehijab,"Kia instan lipmatte, rose, cacaote, campina, jeans, n biyan msh ada di kita, yuk cek ig.. Pengiriman dr tangerang..",no,abaikan
vivi_ria,Ada yg pny kia instan wrna jeans ga?,no,abaikan
soraya.dindra,Masih ada yg punya kia instan? Saya mau yaaa warna apa aja terserah,no,abaikan
asya_mubarok,@eightninehijab saya mau yg warna jeans bisa?,no,abaikan
aulias_hijab,Cek DM ya Mba @soraya.dindra 😊,no,abaikan
marwa_hijab18,"@vivi_ria aku aku ada say,cek DM yaa.. 🙏😊",no,abaikan
nadhira_store2,@soraya.dindra sy ada warna fushia ma cacaote mb..sp tau minat,no,abaikan
aiu_devitasari,"Ada yg pnya biyan,rose dan campina??",no,abaikan
sachiboutique_,"avail bobow pants Machiato S, yg mau dm yah, bisa shopee juga 😘",no,abaikan
indyshoplabel,"Avail kia instan campina, yang minat langsung dm aja yaa 😉",no,abaikan
widyaiyumz,Ada yang masih punya kia jeans n biyan? Mauuu,no,abaikan
lumeeflyforhijab,BOBOW pantsnyaa READY yaah for booked 😇😇,no,abaikan
lumeeflyforhijab,@widyaiyumz kami ada kak,no,abaikan
r_herdiyani,Last stock KIA Lipmate only 73rb 😘,no,abaikan
lumeeflyforhijab,Free Lipmate Wardah setiap pembelian bowbow atau kia instan di kami 🎶,no,abaikan
riskamtisavitri,"Ka admin mau kardigannya dong , kapan launcing nihh.. @vanillahijab @vanillaforfashion",no,jawab
whiteealexakeyousbourne,Ada yg punya kia rose dm ya,no,abaikan
mi.nang_store,Fushia olive n rouge masih ada di kita bs free ongkir via shopee,no,abaikan
ekareysha,Mau kia biyan Dm donk,no,abaikan
ekareysha,Mau kia biyan Dm donk,no,abaikan
ayashi.id,"Yg masih mau KIA teal, rouge, lipmatte yuks DM sist",no,abaikan
asyfahshop,"Yang minat rouge dan olive, pengiriman jakarta timur,harga 80, bisa cek langsung di IG,thanks😊",no,abaikan
ekasputri_goodstuffbylove,"Kia instan bs free ongkir via shopee, cek ig yah dear 😊",no,abaikan
rumahhijab_official,@aiu_devitasari aku ada campina kak..:),no,abaikan
rumahhijab_official,@soraya.dindra aku ada kia instan campina kak..siapa tau minat :),no,abaikan
miccocan,Kia instant olive dan fuschia masih ready yaa..barangkali berminat😊,no,abaikan
caramelfashionhijab,"Kia Rouge,Olive,Campina,Frozen,Cacaote,Fuschia,Gading,Lipmatte,Biyan free ongkir via Shopee....cek ig ya dear 😊",no,abaikan
nanda_najwa7,Plissss restock lagii kia instanya @vanillahijab,no,baca
collection_ayda,blouse adem cuma 89.000 aja 😉,no,abaikan
irenanovi,"@nanda_najwa7 yg cari kia gading,fushia,frozen bs dm ya😊",no,abaikan
desi_widiyani,Mau dong yang kia olive daerah jkt,no,abaikan
n.choirina,Avail kia instan teal campina lipmatte 80k,no,abaikan
khalisha_sisters,"@desi_widiyani saya ada Kia olive mbak, bisa freeongkir 😊",no,abaikan
desi_widiyani,Via shopee ya sis @khalisha_sisters pengiriman drmn? hrganya brp?,no,abaikan
khalisha_sisters,@desi_widiyani dm y mbak,no,abaikan
mi.nang_store,Lipmate n fushia avail cek ig kita sis,no,abaikan
malinaabiputra,yg masih punya kia instan jeans ato frozen dm ya :),no,abaikan
khalisha_sisters,@malinaabiputra saya dm y mbak 😊,no,abaikan
rumahijabeeka,Kia instan ready smua warna n bs free ongkir pakai shopee. Follow @rumahijabeeka 😍 Limited yaa dear siapa cpt dia dpt @desi_widiyani @nanda_najwa7,no,abaikan
mamah.raisar,"Masih ready nih gading dn fuschia, minat dm ya",no,abaikan
fitrisalsatibie,Udh kehabisan lagi aku shay,no,abaikan
yasminelovehijab,"Cari rose,biyan,campina kl yg ada dm ya",no,abaikan
mamah.raisar,"Sudh ku dm say, siapa tau minat campina ny @yasminelovehijab yuk siapa tau minat say campina ny @fitrisalsatibie",no,abaikan
caramelfashionhijab,"Kia Lipmatte, Gading, Jeans, Olive, Campina, Rouge msh ready ya...bisa langsung booked via Shopee...transfer klo barang sdh ready 😊",no,abaikan
queens.butik,"Yg kehabisan warna jeans , rose , lipmatte ready di kami ya .. Kia instant di modifikasi dengan tambahan aplikasi Lace , diamond fancy dan 3D flower makin kece m elegan lho sista yg penasaran cek di @queenaccessories2 ya ..",no,abaikan
mimii_windowshoper,"Hay..kia instan olive & fuschia ready stok yaa di aku, kirim dari tangsel 😊💋",no,abaikan
synthiarynda,Yang punya teal info please 😥😥,no,abaikan
triaroudha19,Restock lgi gk ka? Sold out smua ya?! Hehe,no,baca
lafara.hijab,Msh ada kia instan dan bpbow pants M lips freeongkir,no,abaikan
esyabachri,"Yg punya olive pls dm yaa, jabodetabek only",no,abaikan
rumahijabeeka,Ready Kia Instan di @rumahijabeeka bs via shopee jg 😊,no,abaikan
radendndshop,"@esyabachri KIA Instan Jeans, Rose,  Biyan,  Olive dan Rouge,  80rb aja. Yg minat DM ya. Bisa via Shopee. @yasminelovehijab @fitrisalsatibie",no,abaikan
vanillahijab,"KIA Instan + BOBOW PantsDua duanya LAUNCHING nanti jam 7 malam di www.vanillahijab.com yaaaOrdernya ribet?? Cek hastag #vanillaitugampangSerius... Gampang bgt ordernya! Nggak pake antri dibales berjam jam atau bahkan sampe besoknya! Nggak bs buka website? Hape kamu semua kan smartphone, pasti bisa buka website!#vanillaitugampangOuter yg dipakai: BOBOW Outer COMING SOON yaaa",yes,x
marliatorie,Warna bobow pantsna keren ya.sukaaaa😚,no,baca
rajskincareoriginal_lvyshop,Ko di web tgl 22maret jam 06.00 ya kak😊 @vanillahijab,no,jawab
its_niar,Outernya bagus,no,baca
hanifmaghfi,"Maaf, boleh tau modelnya pake bobow pants size apa ya?",no,jawab
anawidhiclouds,Mau outernya,no,baca
jp_furniture,Mdah2an pas launching signal nya brsahabat...biar bsa masuk...ga kya kmrn ga bsa akhrnya ga dpt hiks,no,abaikan
momtitodewy,Dippp..,no,abaikan
dindavanillahijab,@anawidhiclouds ditunggu info selanjutnya ya dear.,no,abaikan
amsahamsahamsah,Ada warna apa aja ? @dindavanillahijab,no,jawab
dindavanillahijab,@amsahamsahamsah warna lengkap di share ke website ditunggu ya dear.,no,abaikan
aaliyahijab,"Yang mau titip order bisa kontak kita langsung ya, fee jasa hijab cuma 7000/pcs *freeongkirviashopee",no,abaikan
hefangafr,"Halo kak, ini ukuran L/XL nya untuk yang berbadan plus size muat ga ya ? Mohon infonya 😊",no,jawab
nenkeen_ynoes,Gk sabr pengeeen 😂😂😂,no,baca
rika_meca,Knpa gak d cantumin price nya,no,jawab
nenkeen_ynoes,@hefangafr size L lingkar pinggang ny muat sampai 104 cm ka 😊,no,abaikan
iis.f76,Outernya cantiq,no,baca
nenkeen_ynoes,@rika_meca price ny nti ada  pas launching ka 😊,no,abaikan
hefangafr,@nenkeen_ynoes makasih infonya❤,no,abaikan
rika_meca,Ohh uyaaa kirain udh launching hehe,no,abaikan
shffamalla,Model pake size berapa ya?,no,jawab
karlinakd,gamis dan jilbab dengan kualitas sangat baik insha Allah.cek ig bund,no,abaikan
nlh_nunu,Ini aja si pesenin @sisisyamsiah,no,abaikan
irmashop2,Yg mu nitip order silahkan guys..pengiriman dr bekasi y..,no,abaikan
mone_deans,"Yuk yang mau titip order bisa merapaat 😘 Free ongkir via shopee, Dropship juga bisa banget 👌 😁",no,abaikan
ayashi.id,Yg mau titip order bisa langsung DM ya sist..pengiriman langsung dri Tangsel,no,abaikan
a.morestore,"Yang mau titip , pengiriman daei sidoarjo 💕",no,abaikan
lovelinesshijab,Yuk yang mau titip bisa di kami. Pengiriman dari bandung. Jastip mulai 10rb/pcs. Bisa via shopee maupun gojek. Dijamin trusted dan selama ini selalu dapat semua titipan 😍 sudah banyak testimoni yah bisa cek #lovelinesstestimoni. Info lebih lanjut cek ig ya gak digembok.  Fix titip langsung dm. No ribet say 😉 @nlh_nunu @rika_meca @hefangafr @nenkeen_ynoes @amsahamsahamsah @jp_furniture @marliatorie,no,abaikan
dindavanillahijab,@shffamalla @nenkeen_ynoes info detail produk bisa LINE ke @vanillasupport (pakai @) ya dear.,no,abaikan
dindavanillahijab,"@rika_meca harga sudah diinfokan untuk pants nya dear, cek postingan terbaru ya.",no,abaikan
dindavanillahijab,@hefangafr info detail produk seperti size bisa LINE ke @vanillasupport (pakai @) ya dear.,no,abaikan
citraoktavinni.rs94,Assalamualaikum. Yg sibuk atau ga sempet order . bisa jastip di aku yuk. Minat langsung dm y mba say. Trimsss..,no,abaikan
amalialandscape,Price?,no,jawab
cherry_kiz,Harganya berapa yak?,no,jawab
almawa_shop,Yg mau nitip boleh dm ya,no,abaikan
dwignrt325,O n model pake size apaaa? @vanillahijab,no,jawab
dwignrt325,@dindavanillahijab on model pake size apa?,no,jawab
arrashouse,siapa yg punya bowbow pants warna grey dan navy? muat xl ga ya?,no,abaikan
ghazieazzamy_danendra,"Say, itu transfernya tunggu konfirmasi bay email dulu, apa langsung transfer ya?",no,jawab
diverty_collections,Mau outer nya,no,baca
sarangbiet,Iam waiting for the outer :3,no,baca
eka_egan,bowbow pants jeans ada yg pny?,no,abaikan
mamah.raisar,"Masih ready bowbow pants navy s, minat DM ya say",no,abaikan
rahmatikacil,Kak @vanillahijab mw tanya donk.. seingetq aq pesen bobow pants turqoaz ukuran L.. tpi yg dtg M.. klo mw liat history pesenan bisa gak yaa.. barangkali memang aq pesen yg M.. tenkyu..,no,jawab
mamah.raisar,"Bisa cek di akun ny mbk say, ada si list orderan ny, buka web, klik masuk, klik di asslamualaikum pilih akun saya, nanti ada list orderan ny say, maaf bantu jwb. @rahmatikacil",no,baca
rahmatikacil,Makasih infonya @mamah.raisar,no,abaikan
mamah.raisar,Sama2 mbk say @rahmatikacil,no,abaikan
vanillahijab,"NEW Collection: Aisyah Instan VeilBismillah, semoga koleksi ini jadi media belajar buat kita semua untuk berhijab lebih baikAisyah Instan Veil ini 2 layer, dengan bahan ceruti premium yang ringan dan sangat nyaman dipakaiBentuk muka jadi lebih tirusBisa di pakai dg 2 gayaTutorial soon yaaaAisyah Instan Veil cakep banget! Launching RABU jam 6 pagi bareng ""Romantic Dress Special Collection"" by VanillaCek www.vanillahijab.com utk beli yg ready stock yaa #aisyahveilvanilla",yes,x
aidarahayu03,Cara beli ya gimna?,no,jawab
tuluscatering,😃😃😃😃😃😃😃,no,abaikan
inod_mumpuni,Must have item. Thank u @vanillahijab membuat kita InshaAllah lebih baik dalam berhijab,no,baca
nurlisanailaaulia,😍😍😍,no,abaikan
kumalahijabstore,@aidarahayu03 lewat website kaa || yg g sempat order bs langsung chaat dear,no,baca
novi_rosyadi,Wowww gk sabar nunggu launching,no,baca
arty_angelic,@itasahrie,no,abaikan
hijabcantikos,Yang mau titip order Dm yaaaa,no,abaikan
caferegal,"Assalammualaikum sis...yg msh berminat SALA instan ready (nwt) smua warna kcuali black, rose, cloudy. Line: caferegal",no,abaikan
anieariani06,"Nggak sabar nunggu, tpi klo launching jam 6, itu jam sibuk ibu2 msak buat srapan.. sering klewatan hiks hiks",no,baca
dindavanillahijab,"@aidarahayu03 order hanya via website vanillahijab.com saat open order,  registrasi dan cek @carabelanjavanilla ya dear.",no,baca
havana_hijab,Yg mau titip order yuk langsung chat DM atau Line yaa 😘😘😘,no,abaikan
mamah.raisar,"@anieariani06 @aidarahayu bisa titip di kita say kl gk sempet order lngsung via web, dm ya",no,abaikan
gendhis.co,"Yg jam 6 lagi sibuk urus ini itu,bisa kok titip ke saya,cek ig kami ya 😊",no,abaikan
kaniastuff,Yg mau titip order langsung DM atau line yaaa😘😘😘 thankyouu😘,no,abaikan
eny.savitri,ga ad yg pake pet ya ka 😂 @vanillahijab,no,jawab
retaratih,bahaya ni mo keluarin dress,no,abaikan
citraoktavinni.rs94,Yg minat jastip langsung dm ya mba say🙏,no,abaikan
fahrunnisalaila,Yah diganti pagi lagi,no,baca
syafir_hijab,"Beauty rosie, TIRAMISU dan white yang minat silahkan DM yaa 🙋🙋🌸",no,abaikan
keke_hijabrand,Cakeppp bgtt,no,baca
keke_hijabrand,Sukaaaa bgtt deh yg begini lbh syar'i... 😘😘😘,no,baca
ayuandaaa,Malam aja ka jangan pagi 😂,no,baca
hafsi_dh,Cantik jilbabnyaa...,no,baca
mamah.raisar,Bisa titip order di kita say @ayuandaa @hafsi_dh,no,abaikan
radendndshop,"Ana Skirt Teal & Maroon 130rb,  free ongkir max 30rb.. Cek IG u/ produk lainnya.  Minat DM ya.",no,abaikan
kimyunnashop,Yg mau titip order bisa lewat aku,no,abaikan
lakulaku.os,"yg minat segi4 beauty rosie, dazzle, tiramisu, salem, syana blouse mustard xl, mala rose, sala heart, yuk cek ig, free ong via shopee",no,abaikan
mi.nang_store,"Segi 4 beauty, ana basic skirt cek ig kita yuk sis",no,abaikan
faiza.za,Ini ada yg panjang kak @ariandamayanti,no,abaikan
itasahrie,Bagus mba @arty_angelic,no,abaikan
ambarwati.dessy,pngen. ATM Zonk,no,abaikan
neety_oziel,😍😍😍😍😍,no,abaikan
nanayuwicha,@sasha_al_ghuroba mbak ini bagus 😍😍😍😍😍,no,abaikan
n.choirina,Yg msh cari tiramisu ya,no,abaikan
donza.kidswear,Naksir kak yg panjabg gini 💜,no,baca
fuadhijri,👍👍,no,baca
kael_hijabstore,"Ready swing dress rougue n olive, vivy instan cocoate, jeans n lipmatte, anna skirt olive",no,abaikan
muna.ayu,Mba @arty_angelic  ro mba @itasahrie  korban kudung... Roh roh komen truss...wkkwkw,no,abaikan
arty_angelic,Hahaha gabung yuks biar kecanduan ahaha @muna.ayu,no,abaikan
muna.ayu,Ora waelah mba @arty_angelic  makmak pengangguran iki,no,abaikan
itasahrie,Haha  ra po2 mba gabung @muna.ayu,no,abaikan
diana_dnc,😘😘😘💞💞💞💞,no,abaikan
mimii_windowshoper,Hay asslmlkum..yg takut ketinggalan atau gak smpat order bisa titip di aku yaa 🙋 kirim dari tangsel 😘🙏 #testimimiiwindow,no,abaikan
myfabuloushijab,"Assalamulaikum, yang mau tapi nggak sempat order bisa bareng aku yaa, jastip 7rb aja👌bisa free ongkir via Shopee, makasih 🙏",no,abaikan
ndy1597,Berapa sist,no,jawab
hijabcantikos,Yuk yang mau titip order DM ya dr bekasi😊,no,abaikan
nayna_hijabmodis,"Ready mala instan embos jeans,mala instan khahi,diamond valentino cek ig dear",no,abaikan
ika_melany,Mau 😢,no,baca
maemunah_harris,Mauu tp gak sempet order 😭,no,baca
fitri_astuti_1881,Ada bumil cantik ... Warna kerudungnya cantik,no,baca
mucil_,Bahan ceruti ini nyerap keringat ga ya? Mgkn ada yg bs bantu jwb 🙏,no,jawab
hijabcantikos,@maemunah_harris bisa titip order ke kita ya cek ig kita ya 😊,no,abaikan
henidaramroe,🌸,no,abaikan
shbrn___,yuk yg mau nitip bisa langsung dm aja😊,no,abaikan
zahratuljannah,😘😘😘😘,no,abaikan
shadina_gallery,Yuk sis @maemunah_harris @ayuandaaa @aidarahayu03 bisa titip order di kita 😊😊,no,abaikan
putri_herryansyah,😘😘😘❤❤❤,no,abaikan
nuurmalla,ko warna yang biru ini ga ada yaaa 😥😥,no,jawab
hijabcantikos,@nuurmalla sis sy ada kl minat. free ongkir via shoope : adistizan,no,abaikan
vanillahijab,"Hijab instan itu paling enak karena simpel, tapi lebih enak lagi kalo pas dipakai tampilannya nggak kaya hijab instanBismillah, hijab instan baru dari VanillaKIA InstanHijab instan dengan layer layer cantik dan manisBahan DIAMOND Valentino yang jatuh, dijamin nggak kaku, flowy, dan sangat nyaman dipakaiKIA Instan ini cukup 1x masuk tanpa pentul/peniti sm sekaliLAUNCHING KAMIS bareng BOBOW PantsOutfit: coming soon by @vanillaforclothing",yes,x
dyahaef,@listianiaqila @putririzkiih,no,abaikan
itasahrie,Ini mba @arty_angelic  hihi,no,abaikan
kity0859,Bkin yg  pasmina donk ka,no,baca
ncieasriani,😍😍😍😍 @jnonguul,no,abaikan
syifafaaa,@vanillahijab nutupin dada ngga min hijabnya?,no,jawab
shelviamartha,"Aduh,bajunya juga bagus 😍😍😍",no,baca
azizah_ds_na,Itu blouse nya kece bangeeet,no,baca
jnonguul,Leh uga ituuu 😍 @ncieasriani,no,abaikan
dheerizz,Bajunyaa😄😍😍,no,baca
neety_oziel,Ya ampuuunnnnnn😍😍😍😍😍,no,baca
rina._.setiawati,yaaah knp akhiiiiir bln?? @vanillahijab,no,baca
ndra_cules99,Syantikk.. 😊😊,no,baca
fitdjon,Bagaimana pesannya? @vanillahijab,no,jawab
novi_rosyadi,Outernya gk sekalian launching..naksir bgt smuanya□,no,baca
chikaasyraaf,Unyu hijabx kece badai banget @vanillahijab,no,baca
mey_cimey,Cntikk 😍,no,baca
rierri,@daramelasari silahkan berburu 😜😜,no,abaikan
febrimunda,Salfok sm blouse nya😅,no,baca
windaps96,New again @niaanggraeni1906,no,abaikan
dindavanillahijab,@syifafaaa menutup dada dan punggung dear.,no,abaikan
listianiaqila,@dyahaef mau dunk😍😍😍,no,abaikan
fiaauliaaa,Berapa harganya sis ?,no,jawab
ade_theaa,"Model nya baru lagi yaaa, chanciikk :-*",no,baca
firarawi2224,cara pesamnya gimna sist?,no,jawab
dyahaef,pesen mba.. ntar aku nitip 😂 @listianiaqila,no,abaikan
yu2n_beni,Aihh..syantiiikkknyaa😍,no,baca
sylviemubarak,@nonalogyy aduh...,no,abaikan
nanayuwicha,@bungapratiwi275 harus punya ni buat kalo kondangam 😍😍😍,no,abaikan
shadina_gallery,Yuk sis @firarawi2224 bisa titip order di kita.. 😊😊,no,abaikan
shadina_gallery,Yuk sis @fitdjon bisa titip order di aku.. 😊,no,abaikan
mimii_windowshoper,Hay..yg tkut ktinggalan atau sibuk di jam upload bsa titip sma ak yaa 🙋 mi,no,abaikan
fadilla_fin,Blousenya..😍😍,no,baca
lailinaharika,Pengen blousenyaaaa,no,baca
m_masyi,Ini bisa ntup da2 ga hujanny? Dipanjangin gt?,no,jawab
iispradhila,Lucuuu. Suka hijab instan nya yg berlayer2,no,baca
m_masyi,*hijabny mksdny sis..hhe,no,abaikan
mykinara414,Brpaan ?,no,jawab
dinatawidiaa,Blousenyaaaaa,no,abaikan
kumalahijabstore,Yg g sempat order yuuuk langsung chat ajaa dear 😊😘,no,abaikan
uleyaadheno,Gmna cara orderx? @vanillahijab,no,jawab
melisdadamanik,berapaan sis,no,jawab
arum_joe,@hilda_april,no,abaikan
arurita,@anisa_hara,no,abaikan
shadina_gallery,Yuk sis @uleyaadheno bisa titip order di kita 😊😊,no,abaikan
relsha_shine,Blousenya lucu😍😍,no,baca
nurlisanailaaulia,😍😍😍😍😍,no,baca
rahmaniaap,Ingiiin @dinirachmaa,no,abaikan
chadstore,Daleman hijab bisa cek dimari.. ❤️❤️❤️👏👏,no,abaikan
saraduta_,@marafauziya 😆,no,abaikan
a.morestore,Blouseeeeee nya keren,no,baca
citraoktavinni.rs94,Yg mau jastip bsa hub aku yaa. Atau dm ya mb say😊trimss,no,abaikan
dyacandramaulawati,"Blousenya tu brp sist,,djual jg g?",no,jawab
winnidwisputri,@gayatriareumi,no,abaikan
vianisa_407,Sist cara pesannya gmn,no,jawab
mamah.raisar,@vianisa_407 bisa titip order di aku say siapa tau minat bisa dm ya,no,abaikan
niaannisa,Ini bisa dibikin syari ga kak kerudungnya ?,no,jawab
ariwidya_makeup,Mauu sis..,no,baca
mamah.raisar,"@uleyaadheno bisa titip order di aku kak say, minat bisa dm ya",no,abaikan
mamah.raisar,"@firarawi2224 bisa titip order di aku kak say, minat dm ya",no,abaikan
shadina_gallery,Yuk sis @vianisa_407 bisa titip order di kita.. 😊😊,no,abaikan
dinirach,Mau ikut order ini kagak ma nanti?? @ammaarahma,no,abaikan
hilda_april,@arum_joe apik yo mbk 😀,no,abaikan
veriadeddytriarto,Maaauuuuu,no,baca
nazwanasihah2215,Berapa harga.x kk,no,jawab
d.islamip,Mbak @hifa.fauzia naksir ini juga ya?,no,abaikan
annisanie7,Wow 😍,no,baca
bookshelf_me,Wah... menunggu deskripsi selanjutnya.. Bisa menutup dada nggak ya ini?,no,jawab
nuerylyn,Mau bobow pants nyaaa😍,no,baca
shadina_gallery,Yuk sis @ariwidya_makeup bisa titip order di kita 😉😉,no,abaikan
ike_chyke,Blouse nya cantik 💞,no,baca
amy_imora,😍😍😍😍,no,baca
danasry,@shadina_gallery brp say?,no,abaikan
nenenggg.nd,Mauuuu,no,baca
dwi.wahyuni09,Cantik bangettt hijab nya,no,baca
hanifa.ha16,Mba @iamlindks 😍😍😍 ngiler gk😂,no,abaikan
niaanggraeni1906,Berburu ini ato scarfnya hayoo.. @windaps96 eh salfok blousenya,no,abaikan
alindaaltaf,Tutorial nya donk kakak @vanillahijab,no,jawab
tithalorenza,Godaan banget sihhh 😋,no,baca
nonalogyy,@sylviemubarak beli atuh 😆,no,abaikan
hifa.fauzia,Xixixi yoi sist @d.islamip 😁 uda emak2 gini suka yg instan2 biar ga ribet pakenya,no,abaikan
nonairma18,Ini brp,no,jawab
iamlindks,@hanifa.ha16 aduuuuh godaan tanggal tuaaa 😂😭,no,abaikan
jafraskincarepurwokerto,Bgus smua hixz.. tgl nya tuaa,no,baca
berlin_mardiana,Salah fokus blousenya 😂😂😂 @vanillahijab,no,baca
asmararani78,Mauuuuu...,no,baca
luckytaristiono,Diii @ratihhendrawan mau gak??,no,abaikan
eni_imoet,"Ih cantik banget hijabnya,selalu suka deh sm hijab instannya vanila.ngak sabar mau order",no,baca
dietha_aprianty,cantikk,no,baca
martaauladi,brp y,no,jawab
yanie_inay,Hari kamis jam brp y sister @vanillahijab,no,jawab
mother_alif_n_almira,Love it,no,baca
ratihhendrawan,Mauuuu cik @luckytaristiono,no,abaikan
gyudaehoney_2804,Mau ih ini,no,baca
sylviemubarak,"@nonalogyy Iya nihh,, tobaat 😥😥",no,abaikan
n.choirina,Mau video tutorialnya donk,no,jawab
anis_setiorini,Gak sbr pimgin kia instanny yg wrn kyk gt😍 @vanillahijab,no,baca
sabhiarkaafra,"Belinya  gimana  neeh ,,@vanillahijab",no,jawab
daramelasari,Siapppp @rierri,no,abaikan
myratnasari,Ini brp kak...,no,jawab
meryelitaviana,Mauuu,no,baca
santi_nofiasari,Order dongg..,no,abaikan
elshary91,@rayeea21 cussss,no,abaikan
inunk_ferin,Itu bajunya kece mbak...@vanillahijab,no,baca
any_rp84,Hrg naa,no,jawab
nurzarifahismail,Org Malaysia boleh beli ke?,no,jawab
alicetuti,Order dong,no,abaikan
sitaveronica,Ada wrn hitam'a gk? N cr pesen'a gmn?,no,jawab
lailii_r,Kak mupeng kak @wulanendarwati,no,abaikan
syafir_hijab,Yang mau titip yuk DM yaa 🙋🙋,no,abaikan
aniisagilang22,Say nie hrganya brapa,no,jawab
resti1031,Kayanya naksir bajunya,no,baca
puri_sirojuddin,@shadina_gallery  brp harga kia instanya sis. Boleh nitip,no,abaikan
shadina_gallery,Yuk sis @sitaveronica @alicetuti @sabhiarkaafra bisa titip order di kita 😊😊,no,abaikan
kalevisyauqi,Nunggu blouse nya😍😍😍😍,no,baca
kalevisyauqi,Nunu,no,abaikan
lily_auliia,Blouse nyaa naksir 😍,no,baca
anditaweka,Bisa nutup dada ga nih @vanillahijab,no,jawab
iemalatifa,"Boleh nih.. Buat lebaran besok, tinggal blusuk aja..",no,baca
wulanendarwati,@lailii_r hehe ak uda mbatin td pas liat psti lelek pngen 😁 bagus ya 😍😍 mdh2an launch abis gajian 😢,no,abaikan
annisaadi,mbaa pgn blouse yg on model 😍@vanillahijab,no,baca
dindavanillahijab,@aniisagilang22 harga diinfokan saat open order di website ya dear.,no,abaikan
dindavanillahijab,"@sitaveronica warna lengkap akan di share ke website,  order hanya via website vanillahijab.com / registrasi dan cek @carabelanjavanilla ya dear",no,abaikan
lailii_r,Kamis kak @wulanendarwati belom gajian itu 😢,no,abaikan
dindavanillahijab,@alicetuti @santi_nofiasari @sabhiarkaafra harga diinfokan saat open order di website vanillahijab.com/ registrasi dulu dan cek @carabelanjavanilla ya dear.,no,abaikan
fanfandinata_endhel,Brp,no,jawab
dindavanillahijab,@fitdjon @firarawi2224 @uleyaadheno order hanya via website vanillahijab.com/ registrasi dan cek @carabelanjavanilla ya dear.,no,abaikan
fitriaprilliya,@dijahrafif,no,abaikan
dindavanillahijab,@fiaauliaaa @mykinara414 @melisdadamanik @nazwanasihah2215 untuk harga diinfokan saat open order di website dear.,no,abaikan
dindavanillahijab,@alindaaltaf sudah ada di postingan ya dear.,no,abaikan
