no,id,content,main post,poster post,label
295,life_style_kita,Ready hana instan RUBI Dan segi empat Katya black😘 Cek IG ya😊,no,no,x
296,incessmeya_olshop,Ready melody Dusty size XL yaa.. silahkan cek IG 😘😘,no,no,x
297,hijab_cantik2052,Swingblouse lips size S,no,no,x
298,relsha_shine,Last stok swing blouse moka L@176rb..yg minat bs dm😉,no,no,x
299,narashopp.id,"Segiempat jasmine warna mint,  tinggal sisa 2. 72rb aja.  Minat dm",no,no,x
300,shandrasyarif,ada yg punya swing blouse khaki size L? bs dm yaa 😁 via shopee trutama. thanks in advance 😊,no,no,x
301,qiqi.ad,ada yang punya melody blouse jeans uk xl dm y ??,no,no,x
302,irizshop_1,@dinovya saya ready segi 4 jasmine white dan mint kak,no,no,x
303,zharacloth,"Segi4 jasmine white, laude, dusty pink 💗💗 swing blouse moka L, benz L ready to book ya ukht 😘😘😘",no,no,x
304,irizshop_1,@adellafatma24 saya ready segi 4 jasmine white dan mint kak,no,no,x
305,tasfashion16,Nyabar melody jeans S DM please,no,no,x
306,dinovya,@irizshop_1 pengen blouse nya sis,no,no,x
307,syafir_hijab,Melody Sunkist XL jeans L silahkan DM,no,no,x
308,furinfarin,"Segi4 jasmine all colour, swing blouse moka S, melody blouse grey M, segi4 cotton greentea, pasmina dvalentino caviar mercy jeans hazelnut. Kirim dr depok bisa shopee",no,no,x
309,nadshijabsby,Ready jasmine semua warna yaaaa,no,no,x
310,msglowby_sr,"Avail swing blouse ada 7 wrna size S, KHAKI,LIPS,THIRAMISU,WHITE,MISTY,JEANS,BENZ.minat cek ig kita ya pengiriman dri malang , free ongkir via shopee 🙋‍♀️😉",no,no,x
311,yuniastutifitriani,swing blouse jeans size M melody blouse black size M dongggggg kalo bisa via shopee,no,no,x
312,arkaanshp,"Yg cari swing blouse size L,  saya ada Last stock warna Mocca.  Pengiriman dr jkt, bs free ongkir Dr shopee ya kak, insyaallah amanah",no,no,x
313,mutiafl,Available office palazo milo size s/m only 85k,no,no,x
314,r_herdiyani,Segi4 jasmine 75RB dan bisa shopee dear 🙋,no,no,x
315,jimshoney.bekasi,@shaura29 swing moka XL ada ga kk?,no,no,x
316,randyta_cdp,Yg punya swing pink xl & melody hijau xl . DM plis,no,no,x
317,marga.retta,Yang punya swing putih dm yaa?,no,no,x
318,myrtlehouse_,"Segi4 jasmine white, mint cek IG kita ya ka😘",no,no,x
319,_nabilamp_,Ready segi4jasmine All colour minat DM ya,no,no,x
320,teh_ai13,Yang punya melody size s dm,no,no,x
321,_nabilamp_,Ready Jasmine All colour dan melody black M,no,no,x
322,inod_mumpuni,Done sudah konfirm pembayaran. Setiap beli pasti transfer krn memang butuh utk dipakai @vanillahijab,no,no,x
323,dkproject0505,"ready soon Swing blouse white S, bisa shopee 😊❤",no,no,x
324,kiniku_hijab,"Avail Swing TIRAMISU XL, Melody SUNKIS XL- CROCO XL, jasmine DUSTY PINK- LAUDE, bisa via shopee 😘 yuk cek ig",no,no,x
325,citraoktavinni.rs94,Ready soon jasmine white 2  dan mint 2.  Beli all kena 73/pcs.pengiriman tangerang.. Yg minat bsa dm ya siscanku trima kasih🙏😘,no,no,x
326,shafanahijab,Avail swing dan melody size XL,no,no,x
327,ayreenn,Yaelah nungguin yana instan tnyt ga nongol 😩😩😩,no,no,x
328,marga.retta,Swing putih L dm pleaseee...,no,no,x
329,tasfashion16,@arfi_sbya melody dusty XL masih?,no,no,x
330,arfi_sbya,Masih mba @tasfashion16,no,no,x
331,rararan30,Gak dapet huhu,no,no,x
332,nisa94luh,Sdh sould  out semua😭,no,no,x
333,hijabcantikos,"swing dress Jeans,khaki,lips XL ready soon",no,no,x
334,arfi_sbya,"Available Swing blouse MOKA S, minat Bsa DM",no,no,x
335,rararan30,Yg pny swing pink size m dm,no,no,x
336,kayleys.hijab,"Avail segiempat jasmine all varian, swing tiramisu XL, swing khaki L, melody grey L.. pm ya..",no,no,x
337,alya_hnf,"Yg minat segi4 jasmine dusty pink n mint , dm z yaa 😉",no,no,x
338,tasfashion16,@fenufa28 masih?,no,no,x
339,chaviagallery,ready soon segi empat jasmine by vanilla all warna. 😊,no,no,x
340,tasfashion16,@arfi_sbya DM me please,no,no,x
341,ahk.hijab,Swing Blouse LIPS L 💕💕💕,no,no,x
342,zizah.zi,"ready melody sunkis size M, minat DM",no,no,x
343,raratih10,@teh_ai13 mba tlong bca dm nya ya 😉,no,no,x
344,kaysha_aqa,@zizah.zi mau dunk,no,no,x
345,yuni_irsal,ya Allahhh telaaat ....hiks...hiks,no,no,x
346,yuni_irsal,yg punua melody blouse dm dong ..pleaseeeee,no,no,x
347,syifa_fauzi,@_nabilamp_ bisa shopee mb?,no,no,x
348,raissanugrahitaputri,Melody blouse size m n jasmine warna laude dm plis kl bisa lewat shopee ;),no,no,x
349,arista.simply.collection,"Last stock melody blouse grey size XL. Yang berminat, Silahkan DM yaa🙋🙋",no,no,x
350,noinsshop,"Avail swing blouse lips M, XL | khaki XL | tiramisu S | moka S ; melody blouse croco M 💕 lsg dm yah sis :)",no,no,x
351,mumuqueenn,Segi4 jasmine avail smua wrna,no,no,x
352,lulu.ena,"Yang punya swing benz XL dan melody fuschia XL, bisa PM",no,no,x
353,furinfarin,"Saya ada swing moka S, melody grey M dan segi4 jasmine all colour, segi4 cotton greentea, segi4 floresta tiffany, pasmina dvalentino hazelnut caviar jeans mercy. Bisa shopee kirim dr depok",no,no,x
354,dkproject0505,"Ready soon swing blouse , bisa cek IG..bisa via shopee 😊",no,no,x
355,indriyanivenniagassi,@lulu.ena hy ka aku ada swing blouse xl khaki,no,no,x
356,jasatitip_co,Ready mocha L. Jastip 5rbu aja. Yuk booking ❤️,no,no,x
357,khairaahijab,"Ready soon segi4 jasmine semua warna, pengiriman dari Jakarta. Bisa FREE ONGKIR via Shopee. 🏵🏵🏵🏵🏵",no,no,x
358,shafanahijab,"Avail swing moka XL,khaki XL,tiramishu XL ; melody grey XL",no,no,x
359,wissa_darmawati,"Melody black L, pengiriman dr tangerang",no,no,x
360,gendhis.co,"Ready soon,segi4 jasmine warna mint,white dan laude, bisa via shopee juga 😄",no,no,x
361,msglowby_sr,"Avail swing blouse ada 7 wrna size S, KHAKI,MISTY,LIPS,THIRAMISU,JEANS,BENZ,WHITE minat cek ig kita ya pengiriman dri malang , free ongkir via shopee 🙋‍♀️😉",no,no,x
362,ranievaa7,Jasmine segi 4 ready. DM sissy 💕,no,no,x
363,inayhahijab,🙋🙋jasmine segi 4 ready soon.  Shipping dr Kediri,no,no,x
364,raisyahfashion,Yg pny swing blouse Misty xl dm ya 🙏🙏,no,no,x
365,sorayagallery.id,"Yg mau Swing Khaki M 180rb, Melody Grey M 180rb, Segi4 Jasmine Laude dan White 74rb lsng dm ya. Free ongkir via shopee.",no,no,x
366,fenufa28,Sisa 1 melody dusty xl bisa shopee ya,no,no,x
367,sorayagallery.id,@raissanugrahitaputri cek dm ya mba,no,no,x
368,eightninehijab,"ready soon segi4 jasmine semua warna, cek ig yuk",no,no,x
369,araishijab,"Ready to booked segi4 jasmine semua warna 😉, pengiriman dari bekasi",no,no,x
370,mimomkitchen,@queena.sa chek di IG ku yaa yg g kebagian,no,no,x
371,ilmahitriyah,Yg punya swing blouse jeans M mau doong,no,no,x
372,syafir_hijab,"Melody black, dusty, Sunkist all size XL silahkan dm 🙋😄",no,no,x
373,harty_adzkia,Yang punya melodi blouse uk.s dm ya!!,no,no,x
374,fashion_preloved_,Sold :(,no,no,x
375,a.morestore,yang cari size S M L swing blouse ada,no,no,x
376,arkaanshp,"Assalamualaikum kak, yg masih cari swing blouse, saya ada Last stock warna Mocca size L,  pengiriman dr jakarta, insyaallah amanah, bs free ongkir Dr shopee ya kak 😊😊",no,no,x
377,a.morestore,melody blouse Khaki L,no,no,x
378,a.morestore,swing blouse tiramisu S,no,no,x
379,amma.closet,MELODY CROCO SIZE XL,no,no,x
380,a.morestore,swing blouse khaki M,no,no,x
381,a.morestore,swing blouse Misty M,no,no,x
382,yuniastutifitriani,melodi blouse black size M donggggggg,no,no,x
383,pumpkin_id,"Swing salem S, swing benz L, melody black S",no,no,x
384,dwie_ts,Ready swing blouse lips xl,no,no,x
385,wwf_collections,Swing blouse benz dan jeans size S,no,no,x
386,ratnawl,Yg minat jasmine warna mint.  Dm yah,no,no,x
387,jastipclg,"READY SOON SWING DRESS MOKA L & MELODY GREY SIZE XL, SEGI4 JASMINE DUSTYPINK DAN LAUDE ❤",no,no,x
388,wwf_collections,@dinovya swing blouse size S warna jeans dan benz,no,no,x
389,ghaniputri,"Avail swing blouse jeans S, melody black S, minat DM yaaa.. Trims",no,no,x
390,newclotheshouse,Di aq ada swing blouse sz L dan XL warna khaki minat dm yah sist 🙂,no,no,x
391,drahmastore,Masih avail banyak warna untuk swing dan melody blouse serta segi4 jasmine nya. Bisa via shopee. Langsung cek ig kita yah ^^,no,no,x
392,fenmari92,Melody blouse warna emerald atau fuschia ukuran S mauuu :(,no,no,x
393,fitri_wulandari93,Yang punya melody olive dan black sayy...dm aku pliss..😭,no,no,x
394,hematnmurmer,"Swing blouse misty s,  dm",no,no,x
395,kiniku_hijab,Avail SWING TIRAMISU XL bisa via shopee 😘,no,no,x
396,dearesthijab,"Ready soon segi4 jasmine dusty pink, mint, ladure",no,no,x
397,cookies_attire,"Asslamualaikm.. available swing moka M, segi4 all colors. Minat dm ya.. wassalam",no,no,x
398,nitahanita28,lupaaaaa,no,no,x
399,linggapurnasari,Please DM melody blouse emerald/sunkis size M via shopee,no,no,x
400,elismahfudz,@nitahanita28 hai mba cek IG saya Segiempat Jasmine masih available,no,no,x
401,dkproject0505,"Ready soon.swing blouse lips xl, benz L,  tiramisu XL..bisa via shopee 😊❤",no,no,x
402,aprilliawinny,"Yg punya melody emerald ato Black size M, dm yaa.. Makasih 😊",no,no,x
403,chanfson,Misty XL last stock! Sebelum kehabisan!,no,no,x
404,ranievaa7,"[JASMINE] Dusty pink, laude, white soooo very ready sissy 💜❤️",no,no,x
405,novita_wn29,Sis @vanillahijab klo ga dpt email orderannya berhasil apa enga ya??,no,no,x
406,anggraeni.denny,"Assalamualaikm...Available Swing benz size S, Melody blouse- black size S. Minat DM ya...",no,no,x
407,titarayung,"@novita_wn29 bantu jawab , gagal sis harus dapat email",no,no,x
408,mumuqueenn,"Last stock segi4 jasmine, melody dusty XL",no,no,x
409,wwf_collections,Alhamdulillah udah transfer dan konfirmasi semua. Mudah2an lancar berkah. Aamiin,no,no,x
410,syafir_hijab,Melody dusty dan Sunkist all size XL yuk boleh dm yaa 🙋🙋,no,no,x
411,fitsyahdill,Alhamdulillah ga sia sia pantengin komputer akhirnya dapet dan alhamdulillah di waktu in jd bisa nungguin💝,no,no,x
412,syafir_hijab,@umikhalisaz kalau pending harus di bayar dulu kak setelah bayar status berubah 🙏,no,no,x
413,hijabblmr,Swing blouse warna jeans size S dan khaki size XL. Free ongkir via shopee. Minat DM,no,no,x
414,tasfashion16,"Sudah dpt, terimakasih 💕😘 @syafir_hijab",no,no,x
415,noinsshop,"Avail swing blouse TIRAMISU n MOKA S, KHAKI XL, LIPS XL 💕 lsg dm yah sis :)",no,no,x
416,rizkasuri,Kehabisan deh😥,no,no,x
417,shandrasyarif,Ada yg punya swing Salem size L? Bs dm y makasih,no,no,x
418,lennyprila,Keabisaan 😭😭😭,no,no,x
419,drahmastore,"Ready to booked swing blouse Lips M, Khaki M, dan Benz L ^^",no,no,x
420,kimentari,YG MAU MELODY BLOUSE HITAM DAN KHAKI AKU ADA YAA SIZE XL,no,no,x
421,kimentari,@riyantipuspitasari Aku ada mba hitam dan khaki size xl tp beda dikit kokk hehe,no,no,x
422,kimentari,@raratih10 brp sis dusty nya?,no,no,x
423,kimentari,@itsayu13 aku ada melody size xl hitam dan khaki say,no,no,x
424,kimentari,@mimii_windowshoper aku ada black tp XL sis hehe,no,no,x
425,kimentari,@nadiakarinaputriiii aku ada khaki dan hitam size xl ka melody nya,no,no,x
426,kimentari,@tiwiutomo_ aku ada melody black xl mba..,no,no,x
427,dindavanillahijab,"@novita_wn29 status orderan bisa cek dengan LOGIN ke website, klik lagi Assalamualaikum dan klik Akun Saya akan ada history order bila berhasil order hari ini ya dear.",no,no,x
428,lutfiah_nursida,"Yang punya swing Benz, Lips, Tiramisu & Khaki size M, bisa langsung DM ke saya. Plisss",no,no,x
429,kimentari,@fitri_wulandari93 aku ada size xl black melody mba,no,no,x
430,kimentari,@yuni_irsal aku ada melody black dan khaki size XL say,no,no,x
431,dbonanza,cek ig yuu.. 😘🌸,no,no,x
432,rosalia_kusumadewi,@lutfiah_nursida cek dm mba,no,no,x
433,yushifani,restock lg dong mba 🙏,no,no,x
434,tasfashion16,Nyabar lagi>> melody jeans S atau swing white S,no,no,x
435,aqila_damar,Yang punya melody blouse size s dm plis,no,no,x
436,claireshop26,Dm mba @aqila_damar,no,no,x
437,vanillahijab,Segi4 Jasmine 65ribu/pcsBagus bangeeeeetStay tune yaaa www.vanillahijab.com,yes,yes,x
438,bebymarwa,Siapppp,no,no,x
439,noviekurnayanti,Blm d share warna blousenya 😂😂,no,no,x
440,khansajafra,Baguuss bangeettt...motifnya cantiikkk 😍😍😍,no,no,x
441,ac.oneid,Open jastip ya.. pengiriman dr depok dan bogor ❤,no,no,x
442,zainahijab_id,Yang mau titip masih bisa yaa.. dm ☺️,no,no,x
443,akulitaaa,"Yang mau titip bisa ke aku, aku sekalian mau beli juga hehe. Di DM aja yah, nnti aku pilihin semua warnanya hehe",no,no,x
444,cahyaning_k,Ku tunggu kaaaa @vanillahijab,no,no,x
445,ahk.hijab,Milih wrn blouse pas open order ? 😑🙄,no,no,x
446,gendhis.co,Siap siaaaap 👍😊,no,no,x
447,nufrashop,D web warnany udh ada say,no,no,x
448,union127,Yana instan jd ngga?,no,no,x
449,harunaten,Benerin dulu webnya klo mau dagang br sedetik lgsg heng 😑😑,no,no,x
450,nuriekawaty,Gak bs dibuka webnya,no,no,x
451,araishijab,Down 😂😂,no,no,x
452,teh_diana95,Ada yg dri bengkulu ga ni 😁,no,no,x
453,artika_deviyanti,down,no,no,x
454,saskiawindiarthy,Coba lagi 😹😹,no,no,x
455,teh_diana95,Ada yg dri bengkulu atau dari palembang ga ya ? Aku jastip 😊,no,no,x
456,union127,Yah gabisa buka web aku :#(,no,no,x
457,union127,Yana instan jd ga?,no,no,x
458,chaniifah,😖,no,no,x
459,intanapriani13_,Down mau checkout nih😣,no,no,x
460,fitsyahdill,Alhamdulillah💖,no,no,x
461,ayudsv,Iyaaa 😢😢mau checkout padahl hiks,no,no,x
462,fitrialestariii,kak down banget mw check out hiks,no,no,x
463,ranty.maulana,Apan penuh?😤ga bisa masuk,no,no,x
464,diansiwia,Web penuh bgtt,no,no,x
465,shazia_id,Gak bs check out 😂,no,no,x
466,ventadebby.c,"Yg punya jasmine mint,dustypink,laude dm",no,no,x
467,queena.sa,Sabar ya sis,no,no,x
468,reskiirai,Alhamdulillah dpt.. 😍,no,no,x
469,ngasiqotulkhusna,Masih banyak nih. . Tapi mau beli gak yah. . Hihi bingung. . Pengen yang lain lumz ready lg,no,no,x
470,novi_rosyadi,Alhamdulillah pas lancar lgsg bs dpt,no,no,x
471,shaura29,Yg mau titip beli bisa DM aku ya😊,no,no,x
472,union127,Yg tau yana instan jd diupload ngga?,no,no,x
473,queena.sa,Ngga sis.@union127,no,no,x
474,chaviagallery,Yg mau titip bisa dm ya,no,no,x
475,union127,Yg tau yana instan jd diupload ngga?,no,no,x
476,diansofion,ga bisa checkout 😓,no,no,x
477,syarifahrahmaa,Yeayyy akhirnya bisa order,no,no,x
478,luvitadm,yey dapet,no,no,x
479,union127,"@queena.sa padahal nungguin itu, knp ya klo boleh tau?",no,no,x
480,uniqlohijab,Alhamdulillah lancar 🙏,no,no,x
481,ayudsv,Alhamdulillah 😚semangat ukhti2💪,no,no,x
482,ranievaa7,Dapet yaa segi4 jasmine.....syusah shay....boleh DM buat nitip.,no,no,x
483,nisa.septikhairunnisa,Segi4 jasmine all colour ready soon..😍,no,no,x
484,ranyfresetya,Available  segi4 jasmine semua warna.. Yg minat DM aja yaaa..,no,no,x
485,fahrunnisalaila,"Apaan ah habis,",no,no,x
486,narashopp.id,Yg ga kebagian dusty pink bisa dm yah,no,no,x
487,rainisa.shop,"Segi jasmine mint, dusty pink, laude",no,no,x
488,ila_queen_123,Ready melody blouse dusty size XL,no,no,x
489,atalia.sweetberry,Produk yg dah sold out langsung dihapus yaa di web ? @vanillahijab,no,no,x
490,ila_queen_123,Ready kerudung dusty pink..laude n white..,no,no,x
491,zainahijab_id,Segi 4 jasmine dusty pink dan laude ready,no,no,x
492,gendhis.co,"Ready soon, segi4 jasmine dusty pink,laude,mint,white . Bisa vua shopee (link ada di ig kami)",no,no,x
493,alya_hnf,"Ready soon segiempat jasmine dusty pink n mint , swing blouse Tiramisu S ,mnat dm yaa",no,no,x
494,narashopp.id,Ready segi4 jasmine dusty pink dan mint.  Minat dm yah,no,no,x
495,okyaprilia,Segi4 jasmine all colour ready...,no,no,x
496,puspitaquw,Ad yg bs kirim ke kalimantan kah jilbab ini,no,no,x
497,elismahfudz,"Available Jasmine Mint, dusty pink, white kirim dr Jaksel",no,no,x
498,dheaayusyafitri,Yg punya Melody blouse sunkiss uk. M tolong DM,no,no,x
499,sariferry,"Ready jasmine dusty pink, laude, mint.Minat dm.Pengiriman jakarta.",no,no,x
500,lulu.ena,"Yg punya melody fuschia XL dan swing blouse benz XL, pm ya sis",no,no,x
501,fatma_5ga,@puspitaquw bisa,no,no,x
502,ranyfresetya,Available segi4 Jasmine semua warna.. Pengiriman dr Depok.  Bisa freeongkir via shopee.. Yg minat DM aja yaaaa..,no,no,x
503,srayuningrum,"Segiempat jasmine jasmine white,laude,dusty pink avail soon.  Ready soon juga melody blouse emerald, fuschia,black dan dusty size XL.. Yuk yg berminat sist :)",no,no,x
504,cookies_attire,All color segiempat  dan swing blouse. Dm,no,no,x
505,dinahafizahh,Segi4 jasmine all colour ready. Minat DM. Pengiriman Bogor.,no,no,x
506,hello_adv,Ready SOON at @hellohijab_id: SWING BLOUSE & MELODY BLOUSE. hubungi kontak di bio for more! bisa via SHOPEE juga loh!!!😍😜💘,no,no,x
507,hijabdave,SEGI 4 JASMINE ALL COLOUR YUK CEK 💕,no,no,x
508,eviahadini,@sariferry jd brp hrgany kak?,no,no,x
509,ain.segaff,Kaca matanya😍😍,no,no,x
510,eviahadini,@sariferry dusty pink,no,no,x
511,puspitaquw,@fatma_5ga melodi blouse xl wrna ijo ad gak,no,no,x
512,shaura29,@puspitaquw aku punya Segi4 Jasmine warna mint. Jika fix order bisa DM yaa,no,no,x
513,fatma_5ga,Ok.. paling lambat saya kabarin besok ya.. 😊 sy juga lagi berjuang ini .. @puspitaquw,no,no,x
514,shaura29,@ranty.maulana @shazia_id @ventadebby.c aku punya Segi4 Jasmine warna mint. Jika fix order bisa DM yaa,no,no,x
515,iconiaa_collection,"Ready swing blouse misty M,  lips S,lips XL, jasmine all wrna pengiriman Jakarta",no,no,x
516,senjazzlin,"Jasmine white, dusty pink, laude, minat DM ya",no,no,x
517,iconiaa_collection,@puspitaquw aku bisa kaka,no,no,x
518,fadila_,"Yang mau warna ini bolehh saya ready tanpa jastipp,, wilayah jakarta,",no,no,x
519,fuji2992,Ready warna ini yaaa,no,no,x
520,bajukurungshop,Thanks Sis 👍,no,no,x
521,araishijab,Udh dpt totalan tapi blm dpt email masuk... gmn y? Ada yg bisa bantu jawab,no,no,x
522,opii.alfiehamid,Yang punya melody fuschia S mau dong,no,no,x
523,ayfamily.hijab,"@araishijab saya langsung trf aja hehe, nanti jga ada",no,no,x
524,ningharimusti89,yu.. cangik bgt nih kerudungnya,no,no,x
525,citraoktavinni.rs94,Ready soon. Jasmine segi4 all colour. Pengiriman tangerang. Yg minat bsa dm ya siscanku. Trima kasih🙏😘,no,no,x
526,contagious_shop,Ready soon melody blouse fuschia dan swing blouse tiramisu XL dm aja ya😊,no,no,x
527,ayfamily.hijab,"Segi4 jasmine all colour, 72k aja😍",no,no,x
528,alya_hnf,"Ready soon segi4 jasmine dusty pink n mint ,minat dm z yaa",no,no,x
529,ningharimusti89,yu @bening_larasati,no,no,x
530,ghias.mzein,Ready segi4 jasmine mint dan swing blouse misty size M. minat dm ya 😊,no,no,x
531,elismahfudz,"Available Jasmine Mint, Dusty,White",no,no,x
532,wardiani.putri,Ini masih ada gak,no,no,x
533,mimomkitchen,Ready segi4 jasmine dusty pink & laude,no,no,x
534,ceryland,"@araishijab masuk folder spam biasanya kak, kalo uda dapet nomor pesanan sih tf aja ka 😄",no,no,x
535,ila_queen_123,@wardiani.putri su ready sis,no,no,x
536,gendhis.co,"Ready soon segi4 Jasmine SEMUA WARNA,silakan DM saya 😊",no,no,x
537,pastel.byputri,"Ready pink, laude, dan white 🙏🏼😊",no,no,x
538,mimomkitchen,@ningharimusti89 Ayuukk bunda...titip order bisa lho,no,no,x
539,irizshop_1,Ready segi 4 jasmine white dan mint . Minat dm yaa,no,no,x
540,pastel.byputri,@wardiani.putri masih sis di aku 🙏🏼😊,no,no,x
541,ishop.kuningyellow,"Ready segi4 Jasmine all colour, pengiriman Jakarta, minat dm ya 😘 😘",no,no,x
542,waffle_olshop,"Ready soon segi 4 jasmine semua warna pengiriman dari jakarta,  minat dm y",no,no,x
543,r_herdiyani,Segi4 jasmine 75rb aja dear,no,no,x
544,cookies_attire,Assalamualaikum. Ready soon. Segi4 all colours. Swing moka M. Minat dm ya wassalam,no,no,x
545,_nabilamp_,"Ready segi4 Jasmine All colour , kirim dr Jakarta minat DM ya",no,no,x
546,hijab_cantik2052,Ready soon. Swing blouse lips size S dan jasmine warna pink,no,no,x
547,ninskyyy,@hijabblmr MAUUUU SEGIEMPATTTTT,no,no,x
548,rosalia_kusumadewi,SEGI4 LAUDE ready yaaa 😊🙏🏻,no,no,x
549,ila_queen_123,Segi4 laude..pink n white ready yaaa,no,no,x
550,dgallerys.shop,"Assalamualaikum, ready soon segi4 jasmine semua warna.. Pengiriman bs shopee.. Minat dm yaa",no,no,x
551,mimomkitchen,@union127 bisa DM kak,no,no,x
552,elismahfudz,"Ready Segiempat White,mint, dusty",no,no,x
553,seuma.sezi,"Ready Soon, segi4 Jasmine semua warna, Cgk-JakBar-Jkt,,, minat DM ya",no,no,x
554,chrlyna,ready soon segi4 jasmine semua warna .. dm yuk sista,no,no,x
555,araishijab,@ceryland allhamdullilah udh ada email masuk makasih kaa 😊😊,no,no,x
556,keke_nasution,Gk kebagian min 😔,no,no,x
557,iqkishop,Segi4 Jasmine Dusty pink nga yukk yg mau DM yaa😉Pengiriman dr jkt,no,no,x
558,bookiecrumble,"Ready segi4 instan tassel misty, bisa via shopee yaa",no,no,x
559,nufrashop,Ready segi4 white dan laude yaa..bsa freeongkir via shopee..,no,no,x
560,chaviagallery,ready soon segi empat jasmine all warna. 😊,no,no,x
561,portobellohijab,"Ready segiempat voal lilac, aqua,equil ,sunkiss",no,no,x
562,shaura29,MELODY BLOUSE & SWING BLOUSE READY ALL COLOR masing2 1pcs saja. DM now. For serious buyer only!,no,no,x
563,citraoktavinni.rs94,Ready soon jasmine White dan mint. Yg minat bsa dm ya siscanku. Trima kasih🙏😘,no,no,x
564,narashopp.id,Ready segi4 jasmine. Minat dm,no,no,x
565,hijab_point,Available all colors yg minat silahkan dm 😘,no,no,x
566,nadshijabsby,Ready segi4 jasmine all colors....yg minat bs lngsng dm ya 😊😊😊. Free ongkir via shopee.,no,no,x
567,kiniku_id,"Available Melody SUNKIS XL- CROCO XL, Swing TIRAMISU XL - KHAKI S, jasmine DUSTY PINK- LAUDE, bisa via shopee 😘 yuk cek ig",no,no,x
568,iketissa_,Ready segi4 Jasmine all colors pengiriman Depok 😊 silahkan dm,no,no,x
569,zharacloth,Yg minat warna ini chat yu ukht 😘😘😘,no,no,x
570,jastipclg,DUSTYPINK dan LAUDE kita ada yaaa. ready SOON,no,no,x
571,rosadana_nr,Ready soon dusty pink,no,no,x
572,hijabcantikos,jasmine mint n dustypink ready soon,no,no,x
573,bening_larasati,Omg bagus😱😱😱tp males antri di web nya..Lolaaa pisan euy,no,no,x
574,bening_larasati,Sukaaaaaa @ningharimusti89 tp males order ke web rebutanyaaa,no,no,x
575,wwf_collections,"Ready dusty pink 1pcs, swing blouse jeans dan benz size S",no,no,x
576,alya_hnf,"Segi4 jasmine dusty pink n mint ,yg minat blh dm😉",no,no,x
577,dearesthijab,"Ready soon dusty pink, laude, mint",no,no,x
578,teti_imnida,"Ready soon segi4 jasmine white, mint sista @bening_larasati cek IG @myrtlehouse_ ya kaka😊",no,no,x
579,prasarwati,Daleman hijabnya dijual gak?,no,no,x
580,rafikayossi,segi4 dustypink yg minat dm ya cuma sisa 1 pc 😊,no,no,x
581,annerejeki,cek yuuk sist di @eldiza_by_anne,no,no,x
582,afriani_yuke,Segi4 Jasmine ready semua warna... Yang mau dm ya,no,no,x
583,chaviagallery,Hai ka masih available segi empat jasmine all warna.😊 @bening_larasati,no,no,x
584,khairaahijab,"Ready soon segi4 jasmine semua warna, pengiriman dari Jakarta. Bisa FREE ONGKIR via Shopee. 🏵🏵🏵🏵🏵",no,no,x
585,sulis_setyawati13,"Ready soon segi4 jasmine all colour .. yg mau monggo dm ya, pengiriman dr jakarta😘",no,no,x
586,sorayagallery.id,"Yg mau Swing Khaki M 180rb, Melody Grey M 180rb, Segi4 Jasmine Laude dan White 74rb lsng dm ya. Free ongkir via shopee.",no,no,x
587,jastipclg,READY SOON SEGI4 JASMINE DUSTYPINK DAN LAUDE,no,no,x
588,elismahfudz,"Mint, dusty,white 75rb kirim dr Jakarta",no,no,x
589,hijab_cantik2052,"ready soon melody bluse size S, segiempat jasmine laude & dusty pink",no,no,x
590,sekenmano,"Dusty pink,  white,  mint, ready soon",no,no,x
591,furinfarin,"Saya ada swing moka S, melody grey M dan segi4 jasmine all colour, segi4 cotton greentea, segi4 floresta tiffany, pasmina dvalentino hazelnut caviar jeans mercy. Bisa shopee kirim dr depok",no,no,x
592,araishijab,"Segi4 jasmine lengkap semua warna,,, pengiriman dari bekasi 😊",no,no,x
593,asyfahshop,"Segi4 jasmine semua warna,harga 75, pengiriman jakarta timur, bisa cek IG langsung jika minat,thanks😊",no,no,x
594,citraoktavinni.rs94,Assalamualaikum. Q msh ada jasmine white 2 dan mint 2 ya.beli 4pcs kena 73/pcs. Pengiriman tangerang. Yg minat bsa dm ya siscanku. Trima kasih🙏😘,no,no,x
595,raisar.shop,Masih ada Jasmin white dan mint minat DM ya,no,no,x
596,jastipclg,"READY SOON SWING DRESS MOKA L & MELODY GREY SIZE XL, SEGI4 JASMINE DUSTYPINK DAN LAUDE ❤",no,no,x
597,elismahfudz,"Available Dusty,white,mint",no,no,x
598,vanillahijab,"Swing Blouse, jam 19.00 wib di www.vanillahijab.com yaaaBusui friendlyAda size S M L XLSize chart udah di share yaaa",yes,yes,x
599,angelinezararojali,Warna ini bagus bgt 😍😍,no,no,x
600,kisspi_touringsedekah_45desa,👍👍✍️✍️💚♻️,no,no,x
601,lifia_mommynya_rhafa_,Warna lain ada gakk yah?? Sixe xl itu u ld brp yah,no,no,x
602,verraherlianaa,Mauuu,no,no,x
603,muslimahhijab.id,"Yang mau jastip langsung dm ya 😊😊,Insha Allah Amanah selalu",no,no,x
604,airinefarel12,Warna pink...lbih elegan...bgus bngett 😍😍😍,no,no,x
605,demitrasarah,Format ordernya gmn sih?,no,no,x
606,airinefarel12,Suka warna pink..sis 😉,no,no,x
607,imaymayimay,Berapa harga nya,no,no,x
608,mollynoedyes,Must have item,no,no,x
609,mollynoedyes,@lifia_mommynya_rhafa_ bantu jawab 104 kaka,no,no,x
