id,content,main post,label,,
radendndshop,"KIA Instan Jeans, Rose, Rouge,  Lipmatte dan Olive ready di saya,  80rb aja.  Minat DM ya.",no,abaikan,,abaikan
pinohijab,"Yuk biyan, rose, rouge, campina dan cacaote ready to booked ya kak",no,abaikan,,abaikan
irmashop2,Yg msh nyari bobow pant cek ig ku y guys,no,abaikan,,abaikan
niecmayer,Udah di step ulasan order knp selalu stuck sih...layarnya cuma ada alamat doank trus mau checkoutnya gmn inii,no,jawab,,jawab
retaratih,😍😍,no,baca,,hitung
irenanovi,"Yg cari kia gading, fushia, frozen silahkan dibook😉",no,abaikan,,abaikan
almawa_shop,"Yg cari kia rough, sala instant tokyo navy....silahkan chat yaa",no,abaikan,,abaikan
refranisa,Yang minat cacaote dm ya,no,abaikan,,abaikan
noviekurnayanti,Oh mba @hanamutiaraaa mau komplain. Kalau mau kompalin di line vanilla yg ini mba @vanillaind tapi baru di balas di jam kerja 09.00-17.00,no,baca,,baca
gashopp_id,Gamis murmer kualitas butik,no,baca,,hitung
dindavanillahijab,@feby_store website vanillahijab.com/ registrasi dulu dan cek @carabelanjavanilla ya dear,no,abaikan,,abaikan
istyzaenab,Alhamdulillahh. Makasih @vanillahijab 😘,no,baca,,baca
dindavanillahijab,"@niecmayer sudah klik ""Lanjutkan"" dear?  Internet harus stabil.",no,baca,,baca
niecmayer,"@dindavanillahijab gada tulisan ""lanjutkan"" mba. Cuma alamat pengiriman aja",no,jawab,,jawab
dindavanillahijab,@niecmayer di refresh saja dear.,no,baca,,baca
rumahijabeeka,"Mba coba jgn pakai wifi @niecmayer  pakainya paket data biasa aja. Sy jg gt kmrn, tp stlh ganti pakai data alhamdulillah bs. Ready smua warna di @rumahijabeeka bs shopee utk free ongkir😍😊 @feby_store @putriisabrinaa @dinda_nda19",no,baca,,baca
niecmayer,"@rumahijabeeka alhamdulillah udah bisa, ternyata emang ga bisa pake wifi harus pake paket data 😅 thanks mba2 @dindavanillahijab",no,baca,,baca
mumuqueenn,"@niecmayer coba pake paket data mb,, klo pake wifi gk bsa.. Dlu awal vanilla web baru aku gk bsa checkout pake wifu..",no,baca,,baca
rumahijabeeka,"Iya mba @niecmayer kmrn jg sy gt, alhamdulillah bgitu diubah ke data tyt bisa 😄",no,baca,,baca
niecmayer,@mumuqueenn iya akhirnya bisa setelah diganti pake paket data hehehhe alhamdulillah,no,baca,,baca
niecmayer,@rumahijabeeka ngeselin banget yaa hahahah,no,baca,,hitung
radendndshop,"KIA Instan Rose 2pc, Jeans 2pc, Rouge 2pc dan Olive ready to booked, 80rb. Minat DM ya",no,abaikan,,abaikan
kael_hijabstore,Yg minat vivy instan n swing dress dm yuk.. ;),no,abaikan,,abaikan
uche0806,Tuh @novatrijayanti,no,abaikan,,abaikan
emmadenya,"Cari navy, jeans dm yaa",no,jawab,,jawab
indahnoernoer,Ini brp,no,jawab,,jawab
uchierahma,Ini warna apa ya?,no,jawab,,jawab
dwinta_juliana_rizkiyan,Done 😍@vanillahijab,no,baca,,baca
brianti_dofina,"Finally, DONE! sayangnya byk wrna cakep2 totally sold out 😥",no,baca,,baca
la2n_syarief,"Oo gitu,, txs yaa @mutiafl,,
 soalnya skrg rada bingung, ga prnah dpt balesan email lg stelah 
konfirmasi pembyrn. Sblmnya stiap order smpe dpt 3x step email,,skrg2 
ini cm sekali",no,baca,,baca
cherrishstore,Yang mau kia instan bisa cek ig kita ya ^^,no,abaikan,,abaikan
andinipsy,Masih ada? Di web tulisannya sold out,no,baca,,baca
nyxlioshop,😍😍😍,no,baca,,hitung
sorayadayanti,"Ready bobow pants silver S, machiato M, lala bag sakura, bisa free ongkir via shopee",no,abaikan,,abaikan
house_of_claretta,😍,no,baca,,hitung
yarazatira_,kok sold out semuaa? katanya masih ada,no,jawab,,jawab
anisasuangga,Restock lagi pliiis😰😰😰😰😰,no,baca,,baca
noveliautamii,@vanillahijab ka cek line yaa. Aku ada kendala pas konfirmasi pembayaran nih. Udah transfer semalem,no,jawab,,jawab
thafeeza_collection,"Website vanillahijab.com, Kak@aisyahnurisya",no,baca,,baca
mamah.raisar,Masih ready say @aisyahnurisya fuschia dn gading siapa tau minat,no,abaikan,,abaikan
mamah.raisar,@yarazatira_ masih ready fuschia dn gading siapa tau minat say,no,abaikan,,abaikan
mamah.raisar,"@noveliautamii klik aja di konfirmasi pembayaran say di bwah, isi form yg trtera ikuti aja langka2 yg ada di web. Maaf bantu jwb",no,baca,,baca
mutiafl,"@la2n_syarief
 iya sama2, saya jg pernah gt, tp setelah tanya dan dijelasin jd saya 
cek lgsg ke web, kalo udah selesai dr setiap pengecekan, email jg pst 
masuk menyusul kadang tau2 barang udah dtg. Intinya 1-2 hari mh sabar 
aja dulu tungguin, kalo udah over baru minta tolong pihak VH buat 
dibantu 😊",no,baca,,baca
cempaka_aksesoris,😍😍,no,baca,,hitung
wulanendarwati,@lailii_r uda beli?,no,abaikan,,abaikan
asyfahshop,"Ready soon kia instan biyan,lippmatee dan frozen, bisa cek langsung di IG ya,thanks😊",no,abaikan,,abaikan
lailii_r,Udah kak kmrn @wulanendarwati,no,abaikan,,abaikan
rumahijabeeka,"@yarazatira_ @andinipsy @anisasuangga @aisyahnurisya @uchierahma @indahnoernoer Ready Kia Instan smua warna limited, follow @rumahijabeeka 😊",no,abaikan,,abaikan
yn.krstnt,"@vanillahijab
 aku udh konfirmasi pembayaran hari jumat, tp sampe sekarang belum dapet
 email lagi seputar konfirmasi pembayaran aku sukses atau ngga, aku line
 tp blm di respon",no,jawab,,jawab
caramelfashionhijab,"Yuk dear...masih ready Kia Lipmatte, Gading, Jeans, Olive, Campina Rouge....booked via Shopee ya 😉",no,abaikan,,abaikan
mulyanis05,Apakah ada yg masih punya Kia Rouge ?,no,jawab,,jawab
taspaket_jkt,"Yang minat Biyan , Rouge, CACAOTE, ROSE , CAMPINA bisa cek Ig yaa ..",no,abaikan,,abaikan
hijabcantikos,ready kia olive n lipmatte free ongkir via shoope,no,abaikan,,abaikan
ika_hiyas,"Ini kapan pengiriman nya yaaa, yampun nungguin 😂😂 dag dig dug Senin keluar kota 😅😅😅😅",no,jawab,,jawab
zakiyatunnibrosiyah,yang Jual ROSE ada? dan harga brp. thanks,no,abaikan,,abaikan
nanda_najwa7,Dear all yg belum kebagian Kia silakan liat web baru saya liat semua warna tersedia ;),no,abaikan,,abaikan
kimyunnashop,"Available kia instan warna jeans, teal, olive, lipmatte, rouge. Yg minat bisa DM aku..😍😍",no,abaikan,,abaikan
adorableprojects,"On this beautiful morning let us offer you our backpack and sneakers collection😍ㅤㅤㅤㅤㅤㅤ'Pupilia Creamy Sneakers'Available size 36 s/d 41Good quality grade Thermo plastic rubber lebih kuat, lebih lentur dan ringan. ㅤㅤㅤㅤㅤㅤ'Varvatos Black Backpack'Material : CorduraSize : 41 x 33 x 14cmFits Laptop 14 inch'Handle : 80 cm (Adjustable)ㅤㅤㅤㅤㅤㅤDont forget to check our full catalogue at www.adorableprojects.com or you can contact your csr area",yes,x,,x
midiaaaa_,Cs bdg timur apa ka?,no,jawab,,jawab
adorableprojects,"Hi @midiaaaa_
 Kamu bs hubungi Simon, Customer Service area Kota Bandung • 
SMS/Whatsapp : 087825394303 • BB Pin : D5305ABD • LINE : 
adorableprojects005",no,x,,x
indrimuchtar,Cs depok apa ya? Thanks,no,jawab,,jawab
tikayulianti19,Duh tas nya 😍,no,baca,,hitung
ramaditaws,Cs tangerang please? Thanks @obladabladi,no,jawab,,jawab
ita.rks,Cs lampung apa ya kak?,no,jawab,,jawab
adorableprojects,"Hi @ita.rks
 Kamu bs hubungi Boni, Customer Service area Sumatera Selatan, Lampung, 
Riau, Kep. Riau dan Kep. Bangka Belitung • SMS/WA : 089618605183 • BB 
Pin : D5D39AE7 • LINE : adorableprojects002",no,x,,x
adorableprojects,"Hi @indrimuchtar
 Kamu bs hubungi Hery, Customer Service Area Depok 1 (Kec. Bojongsari, 
Kec. Cinere, Kec. Limo, Kec. Beji, Kec. Cimanggis) • SMS/WA: 
083820464846 • BB Pin : D56942CC • LINE : adorableprojects006",no,x,,x
adorableprojects,"Hi @ramaditaws Kamu bs hubungi Anggi, Customer Service Area Tangerang • SMS/WA : 089672105734 • BB Pin : 5FE40AAE • LINE : adorableprojects025",no,x,,x
anca.pralampito,Yg surabaya CS nya dimana ?@adorableprojects,no,jawab,,jawab
arininrfdlh,Ikaaa ini cubet @_ikapuspitasari,no,baca,,hitung
hafshovhndn,Sepatunya ada warna lain? @adorableprojects,no,jawab,,jawab
putrihndn,Cs jagakarsa jaksel apa ya? Thanks,no,jawab,,jawab
adorableprojects,"Hi @putrihndn
 Kamu bs hubungi Hendra, Customer Service Area Jakarta Selatan 2 (Kec. 
Mampang Prapatan, Kec. Pancoran, Kec. Cilandak, Kec. Pasar Minggu, Kec. 
Jagakarsa) • SMS/WA: 083821613026 • BB Pin : 5F46D518 • LINE : 
adorableprojects024",no,x,,x
adorableprojects,Hi @hafshovhndn ada warna black sama pink juga kakak,no,x,,x
adorableprojects,"Hi @anca.pralampito Kamu bs hubungi Ronny, Customer Service area Surabaya • SMS/WA : 083820668920 • BB Pin : D4FCA501 • LINE : adorableprojects020",no,x,,x
annisanvr,CS Pesanggrahan Jaksel apa ya? Thanks,no,jawab,,jawab
devi_nurfajriani15,"Kak @adorableprojects, CS kabupaten bogor apa ya ? Trs kena ongkir brpa ya kira2 ? Mkasih kak...",no,jawab,,jawab
ijul98_,Cs jakut apa ya ka?,no,jawab,,jawab
vi_nafa,Cs kota semarang dong min @adorableprojects,no,jawab,,jawab
paulinaissabell,Kak kok CS jawa tengah gak balas chat saya ya? Yang atas nama riko itu.,no,jawab,,jawab
arraaaw,Ka minta cs bogor makasih😊,no,jawab,,jawab
swgendis,min yang cs cimahi kok online tapi ga bales chat saya ya? @adorableprojects,no,jawab,,jawab
adorableprojects,"Hi @annisanvr
 Kamu bs hubungi Mul, Customer Service Area Jakarta Selatan 1 (Kec. 
Setiabudi, Kec. Tebet, Kec. Kebayoran Baru, Kec. Kebayoran Lama, Kec. 
Pesanggrahan) • SMS/WA: 083820398361 • BB Pin : 2B09D668 • LINE : 
adorableprojects015",no,x,,x
adorableprojects,"Hi @devi_nurfajriani15 Kamu bs hubungi Binar, Customer Service Area Bogor • SMS/WA : 089663892800 • BB Pin : D59D4FD7 • LINE : adorableprojects018",no,x,,x
adorableprojects,"Hi @ijul98_
 Kamu bs hubungi Upi, Customer Service Area Jakarta Utara • SMS/Whatsapp
 : 083829211818 • BB Pin : D41E2924 • LINE : adorableprojects017",no,x,,x
adorableprojects,"Hi @vi_nafa Kamu bs hubungi Rafa, Customer Service Area Semarang • SMS/WA : 085724381603 • BB Pin : D55FA558 • LINE : adorableprojects019",no,x,,x
adorableprojects,Hi @paulinaissabell mohon ditunggu ya kakak cs area kita baru open,no,x,,x
adorableprojects,"Hi @arraaaw Kamu bs hubungi Binar, Customer Service Area Bogor • SMS/WA : 089663892800 • BB Pin : D59D4FD7 • LINE : adorableprojects018",no,x,,x
adorableprojects,Hi @swgendis mohon ditunggu ya kakak,no,x,,x
sellyana703,Kak CS SUMUT apa yah kak ?,no,jawab,,jawab
charisma_putri,Kak sepatunya yg warna putih ada ndak.?,no,jawab,,jawab
lyser_1,Kak cs tambun bekasi apa ya?,no,jawab,,jawab
etirahma11,Cs Jakarta timur ka,no,jawab,,jawab
sitacandradewii,Cs jogja apa kaa ? @adorableprojects,no,jawab,,jawab
annisa_hanafi,Ka kalau mau sepatunya daerah malang gimana ya,no,jawab,,jawab
adorableprojects,"Hi @annisa_hanafi
 Sistem order di kami melalui chat line/whatsapp/bbm/sms ke customer 
service yg cover area kakak atau langsung melalui website, Kamu bs 
hubungi Adit, Customer Service Area Jawa Timur • SMS/WA : 083820416601 •
 BB Pin : D5043EB0 • LINE : adorableprojects007",no,x,,x
adorableprojects,"Hi @sitacandradewii
 Kamu bs hubungi Rio, Customer Service Area DI Yogyakarta • SMS/WA : 
089690392401 • BB Pin : D454DCF7 • LINE : adorableprojects003",no,x,,x
adorableprojects,"Hi @etirahma11
 Kamu bs hubungi Eky, Customer Service Area KaJakarta Timur 1 (Kec. 
Matraman, Kec. Pulo Gadung, Kec. Cakung, Kec. Jatinegara, Kec. Duren 
Sawit) • SMS/Whatsapp : 089618563214 • BB Pin : D588820B • LINE : 
adorableprojects016",no,x,,x
adorableprojects,"Hi @lyser_1
 Kamu bs hubungi Okta, Customer Service area Kota Bekasi dan Kabupaten 
Bekasi (Exclude Cikarang) • SMS/Whatsapp : 083829114398 • BB Pin : 
D5B1AA61 • LINE : adorableprojects013",no,x,,x
adorableprojects,"Hi @charisma_putri saat ini yang ready black, pink sama creamy aja kakak",no,x,,x
adorableprojects,"Hi @sellyana703
 Kamu bs hubungi Deny, Customer Service Area Aceh, Sumatera Utara, 
Sumatera Barat, Jambi dan Bengkulu • SMS/WA : 081809098587 • BB Pin : 
D57AFA36 • LINE : adorableprojects011",no,x,,x
mayaziee_mac,Gmn cara Pesan nya and bisa request gak sis?? Thx,no,jawab,,jawab
leenantaaaa,Kakk mau order. Cs buat malang manaa,no,jawab,,jawab
adorableprojects,"Hi @leenantaaaa Kamu bs hubungi Adit, Customer Service Area Jawa Timur • SMS/WA : 083820416601 • BB Pin : D5043EB0 • LINE : adorableprojects007",no,x,,x
adorableprojects,@mayaziee_mac cek dm ya kakak,no,x,,x
nopiaks,"Tuh yg kek gua, cm gua navy @windawti",no,abaikan,,abaikan
charisma_putri,Next time bakalan ada yg warna putih ndak kak?,no,jawab,,jawab
adorableprojects,Hi @charisma_putri ditunggu aja ya kakak,no,x,,x
moniclairef,@yasiscaresty bagus ga?,no,abaikan,,abaikan
yasiscaresty,Tasnya apa sepatunyaa @moniclairef,no,abaikan,,abaikan
lestarinurtami,Sneakernya 1 warna?,no,jawab,,jawab
nuhuii25,Tasnya msh ada ga ka,no,jawab,,jawab
vitachristiana,Jakbar gimana ordernya?,no,jawab,,jawab
murniaw,Ka minta cs depok dong,no,jawab,,jawab
azizah0112,Kak aku mau order dari Ciputat.. Csnya mana??,no,jawab,,jawab
jussie_ahmad,Kalau di luar pulau jawa kayak saya di papua gmana ada CS nya,no,jawab,,jawab
adorableprojects,"@lestarinurtami ada warna black, sama pink juga kakak",no,x,,x
adorableprojects,"Hi @vitachristiana
 Kamu bs hubungi Ace, Customer Service Area Jakarta Barat • SMS/WA: 
083820678137 • BB Pin : D4863AD8 • LINE : adorableprojects001.",no,x,,x
adorableprojects,"Hi @murniaw
 Kamu bs hubungi Hery, Customer Service Area Depok 1 (Kec. Bojongsari, 
Kec. Cinere, Kec. Limo, Kec. Beji, Kec. Cimanggis) • SMS/WA: 
083820464846 • BB Pin : D56942CC • LINE : adorableprojects006.",no,x,,x
lestarinurtami,Boleh tag yg pink?,no,jawab,,jawab
adorableprojects,"Hi @azizah0112
 Kamu bs hubungi Iday, Customer Service Area Tangerang Selatan • SMS/WA :
 089621218267 • BB Pin : D4071F2E • LINE : adorableprojects010.",no,x,,x
adorableprojects,"Hi @jussie_ahmad
 Kamu bs hubungi Pegy, Customer Service Area Sulawesi, Maluku dan Papua •
 SMS/WA : 085974611707 • BB Pin : D65ADF89 • LINE : adorableprojects009.",no,x,,x
fitrifauziah2604,Jakpus di mana ordernya ???,no,jawab,,jawab
adorableprojects,"Hi @fitrifauziah2604
 Kamu bs hubungi Wida, Customer Service Area Jakarta Pusat • 
SMS/Whatsapp : 089682468526 • BB Pin : 5FBAB63E • LINE : 
adorableprojects027.",no,x,,x
1996megawati,Bogor gimana ordernya ?,no,jawab,,jawab
ttitin16,@adorableprojects kak backpack nya itu ada rain cover dan warna lain?  Minta detail backpack nya,no,jawab,,jawab
adorableprojects,"Hai, selamat siang! Masih dengan #SundaySale nih sist, check this out!😘ㅤㅤㅤㅤㅤㅤ'Kirwood Slip On Black' Faux Leather, Rubber, Available size 38 dan 40 ㅤㅤㅤㅤㅤㅤ'Sierra Sandals' Faux Leather, Rubber, Available size 35, 37, dan 38ㅤㅤㅤㅤㅤㅤSaat
 ini operasional cs sdg off, on lagi besok senin, untuk order disarankan
 langsung melalui website www.adorableprojects.com 💞",yes,x,,x
rikarieqa,yg ready warna ini aja yaaaa,no,jawab,,jawab
rzkinia,Ka cs tasikmalaya ada?,no,jawab,,jawab
donnzs,Kak bisa liat size chart nya gak,no,jawab,,jawab
adorableprojects,Hi @donnzs untuk size berapa kak?,no,x,,x
adorableprojects,"Hi @rzkinia
 Kamu bs hubungi Gilang, Customer Service Area Jawa Barat 2 (Area 
Jatinangor, Sumedang, Tasikmalaya, Garut, Banjar dan Ciamis) • 
SMS/Whatsapp : 083822712131 • BB Pin : D426F400 • LINE : 
adorableprojects008.",no,x,,x
adorableprojects,Hi @rikarieqa maaf untuk product yang mana?,no,x,,x
donnzs,Size 40/41,no,baca,,baca
niarkarin,Gak ada 39 nya 😂,no,jawab,,jawab
rikarieqa,yang kirwood,no,baca,,baca
diahpits,Kalo minggu cs ga on ya min?,no,jawab,,jawab
restiandw,Minta cs jateng min,no,jawab,,jawab
nrlamalia22,"Ka cs jakarta timur dong, kecamatan pasar rebo.",no,jawab,,jawab
aktopilyaa,Kak siera sandals yg ukuran 38 detail panjang dan lebarnya boleh kasih info?,no,jawab,,jawab
adorableprojects,"@nrlamalia22
 Kamu bs hubungi Aldo, Customer Service Area Jakarta Timur 2 (Kec. 
Kramat Jati, Kec. Makasar, Kec. Pasar Rebo, Kec. Ciracas, Kec. Cipayung)
 • SMS/Whatsapp : 087825304238 • BB Pin : D22289CD • LINE : 
adorableprojects029.",no,x,,x
adorableprojects,"Hi @restiandw
 Kamu bs hubungi Ricko, Customer Service Area Jawa Tengah • SMS/WA: 
081222553972 • BB Pin : D5F3CB19 • LINE : adorableprojects012.",no,x,,x
adorableprojects,"Hi @diahpits iya kakak, baru on lagi besok kakak",no,x,,x
edithyast,Ka area jatim bs hub cs mana ya?,no,jawab,,jawab
adorableprojects,@rikarieqa untuk size berapa kak?,no,x,,x
adorableprojects,@niarkarin maaf untuk yang mana kak?,no,x,,x
niarkarin,Yang sierra 😊,no,baca,,baca
adorableprojects,"@donnzs size 40 sekitar 25cm dan size 41 25,5 cm kakak",no,x,,x
adorableprojects,"Hi @aktopilyaa size 38 sekitar 23,5cm kakak",no,x,,x
dinsfa,Kak mnta cs jawa surabaya,no,jawab,,jawab
rossameilina_harahap,Cantik yg hitam kan? @nola_indrianisihombing,no,abaikan,,abaikan
dinsfa,Kak mnta cs jawa surabaya,no,jawab,,jawab
nola_indrianisihombing,cantik @rossameilina_harahap,no,abaikan,,abaikan
ristiatanjung,Kak minta cs daerah Lampung dong,no,jawab,,jawab
destimegajuwita,@allysalinda,no,abaikan,,abaikan
aktopilyaa,@adorableprojects size 40nya ga ad kak?,no,jawab,,jawab
clarissayural,Minnnn....cs tangerang min,no,jawab,,jawab
nmjuliana,Min kalo kirwood yg nude sama maroon habis ya? @adorableprojects,no,jawab,,jawab
mithaharista,Beda sm admin line ya?,no,jawab,,jawab
deviptrira,Kaa itu harga promo apa gimna?  Trus ampe kapan?,no,jawab,,jawab
nurainire,Mbaaaa @wiraratna,no,abaikan,,abaikan
adorableprojects,Hi @aktopilyaa untuk yang mana kak?,no,x,,x
adorableprojects,"Hi @dinsfa Kamu bs hubungi Ronny, Customer Service area Surabaya • SMS/WA : 083820668920 • BB Pin : D4FCA501 • LINE : adorableprojects020",no,x,,x
adorableprojects,"Hi @ristiatanjung
 Kamu bs hubungi Boni, Customer Service area Sumatera Selatan, Lampung, 
Riau, Kep. Riau dan Kep. Bangka Belitung • SMS/WA : 089618605183 • BB 
Pin : D5D39AE7 • LINE : adorableprojects002",no,x,,x
adorableprojects,"@clarissayural Kamu bs hubungi Anggi, Customer Service Area Tangerang • SMS/WA : 089672105734 • BB Pin : 5FE40AAE • LINE : adorableprojects025",no,x,,x
adorableprojects,Hi @nmjuliana untuk size berapa kak?,no,x,,x
dewinurd,Sierra sandal nya ada yg brown / navy nggak kak?,no,jawab,,jawab
adorableprojects,"@deviptra iya kakak, hanya hari ini aja kakak",no,x,,x
adorableprojects,Hi @mithaharista iya beda kakak,no,x,,x
nmjuliana,Antara 39-40 min @adorableprojects,no,baca,,baca
ririhwr,Ka kirwood yang maroon ukuran 40 udh ada blm ya? @adorableprojects,no,jawab,,jawab
fatiiimeh,Aini look @ainiainulinsani,no,abaikan,,abaikan
eviwindiarti31,Udh @inabiyyu517 udh mba cs nya tutup aku dm aja uknya brp ?,no,abaikan,,abaikan
ainiainulinsani,MAAUUUUUUUUUUUUUUUU 😢😢😢😢😢😢😢 @fatiiimeh,no,baca,,baca
fatiiimeh,"Yaudah pesen buru, cek contactnya buat area jakbar @ainiainulinsani",no,abaikan,,abaikan
rahmaheee,Sayang mau itu yg hitam plis .. Aku gak bisa trf :( @23griv,no,abaikan,,abaikan
adorableprojects,"@ririhwr saat ini blm ready lagi kak, Kalo kakak mau bisa ikut waiting list dlu via cs areanya",no,x,,x
adorableprojects,"@nmjuliana saat ini blm ready lagi kak, Kalo kakak mau bisa ikut waiting list dlu via cs areanya",no,x,,x
23griv,Sayang ku kamu kan 41 @rahmaheee,no,abaikan,,abaikan
nmjuliana,Tp kalo yg black ready min? @adorableprojects,no,jawab,,jawab
fatzha,atau yg ini :( @vickysilvianuzul,no,abaikan,,abaikan
adorableprojects,@nmjuliana saat ini ready size 38/40 kakak,no,x,,x
vickysilvianuzul,Ini @fatzha,no,abaikan,,abaikan
fatzha,@vickysilvianuzul gue mah gabutuh pendapat jir :(,no,abaikan,,abaikan
rahmakan,"Kak, tolong cek DM ya. Terima kasih.",no,baca,,baca
nayturally,"@adorableprojects mau nanya, kontak cs jakbar kok dicari not found ya?",no,jawab,,jawab
aktopilyaa,Yg sierra sandals ada size 40 ga kak?,no,jawab,,jawab
inkadianie,Ka mau cs jakarta barat,no,jawab,,jawab
momoudy,@blackcactuss jekkkk lu kidu liat yg itemnyaaa😍😍😍😍,no,abaikan,,abaikan
momoudy,@blackcactuss jekkkk lu kidu liat yg itemnyaaa😍😍😍😍,no,abaikan,,abaikan
midaf_,Area Kendal contactny kak?,no,jawab,,jawab
blackcactuss,Ahhh cintak!! Beliin donkkk @momoudy,no,abaikan,,abaikan
momoudy,"yaolohhhh jek, gua jual ginjal dulu ya bentar @blackcactuss",no,abaikan,,abaikan
sari07.sy,Ka ak mau sandal nya dong no 36,no,jawab,,jawab
fi_diya,"Saya mau beli sierra kak,  kontaknya dimana yaa?",no,jawab,,jawab
adorableprojects,Hi @fi_diya maaf kakak biasa pakai size berapa?,no,x,,x
adorableprojects,Hi @sari07.sy saat ini yang ready hanya size 35 kakak,no,x,,x
adorableprojects,"Hi @midaf_
 Kamu bs hubungi Ricko, Customer Service Area Jawa Tengah • SMS/WA: 
081222553972 • BB Pin : D5F3CB19 • LINE : adorableprojects012",no,x,,x
adorableprojects,"Hi @inkadianie
 Kamu bs hubungi Ace, Customer Service Area Jakarta Barat • SMS/WA: 
083820678137 • BB Pin : D4863AD8 • LINE : adorableprojects001",no,x,,x
_intankusuma,Kak cs area denpasar-bali berapa ?,no,jawab,,jawab
_intankusuma,@adorableprojects,no,baca,,baca
adorableprojects,"Hi @_intankusuma
 Kamu bs hubungi Yusra, Customer Service Area Bali dan Nusa Tenggara • 
SMS/WA : 083820114595 • BB Pin : D4AFAF07 • LINE : adorableprojects014",no,x,,x
melati_ekap,distore cimahi ada gak kaa??,no,jawab,,jawab
yaysyifa,Cs tangerang dong kak,no,jawab,,jawab
fi_diya,Size 40 kak @adorableprojects,no,baca,,baca
wiraratna,Wahahahahahahy iki kudu pesen lagi ya kayanya hahahay #berdasarkansurvey,no,abaikan,,abaikan
norautami,Suka sepatu nyaa...,no,baca,,baca
adorableprojects,"@melati_ekap
 Alamatnya :  Komp. Kavling IPTN Jl. Nusantara Raya No. 91 Cihanjuang, 
Cimahi (Jalan depan pabrik es diamond cihanjuang sebelum sekolah PGRI, 
cat rumah warna putih )",no,x,,x
adorableprojects,"@yaysyifa Kamu bs hubungi Anggi, Customer Service Area Tangerang • SMS/WA : 089672105734 • BB Pin : 5FE40AAE • LINE : adorableprojects025",no,x,,x
adorableprojects,Hi @fi_diya saat ini ready size 35 aja kakak,no,x,,x
melishalim,Sis kalo mao pesen kirwood ke no wa brp y? Jakarta posisinya,no,jawab,,jawab
inkadianie,Makasi ka. Ka mau tnya kalau udh tf lewat web hari ini kira2 smpenya kapan ya ka,no,jawab,,jawab
inkadianie,Mohon bantuannya makasi,no,jawab,,jawab
soviankaaa,Kirwood slip on black size 40 brp cm ya? @adorableprojects,no,jawab,,jawab
hanitri23,Cs jakarta ? Saya tertarik sierra nya,no,jawab,,jawab
saraazahra,Kak yg kirwood itu ukuran 40 indo apa luar?,no,jawab,,jawab
dhianakusuma,Mbak etna @etnanur itu flatshoes yg item bagus,no,baca,,hitung
desnurraputri,@teddyhadia17 mau 22nya,no,abaikan,,abaikan
okkyrachma,Cs malang ada nggk kak?? Atau jatim?,no,jawab,,jawab
adorableprojects,"Hi @okkyrachma Kamu bs hubungi Adit, Customer Service Area Jawa Timur • SMS/WA : 083820416601 • BB Pin : D5043EB0 • LINE : adorableprojects007",no,x,,x
adorableprojects,@saraazahra size dikita standar lokal kakak,no,x,,x
adorableprojects,Hi @hanitri23 tepatnya jakarta mana?,no,x,,x
adorableprojects,Hi @soviankaaa size 40 sekitar 25cm kakak,no,x,,x
adorableprojects,@inkadianie cek dm ya kakak,no,x,,x
adorableprojects,Hi @melishalim tepatnya jakarta mana kak,no,x,,x
melishalim,Jakarta utara sis,no,jawab,,jawab
adorableprojects,"Hi @melishalim
 Kamu bs hubungi Upi, Customer Service Area Jakarta Utara • SMS/Whatsapp
 : 083829211818 • BB Pin : D41E2924 • LINE : adorableprojects017",no,x,,x
soviankaaa,"Minta contact CS cengkareng, jakarta barat min sis @adorableprojects",no,jawab,,jawab
adorableprojects,"Hi @soviankaaa
 Kamu bs hubungi Ace, Customer Service Area Jakarta Barat • SMS/WA: 
083820678137 • BB Pin : D4863AD8 • LINE : adorableprojects001",no,x,,x
adorableprojects,Di save dulu contactnya kak 😊,no,x,,x
soviankaaa,"Min, Kalau size kebesaran or kekecilan bisa di return? @adorableprojects",no,jawab,,jawab
adorableprojects,@soviankaaa cek dm ya kakak,no,x,,x
naywaang,Cp utk wilayah bekasi dong kak :),no,jawab,,jawab
adorableprojects,"Hi @naywaang
 Kamu bs hubungi Okta, Customer Service area Kota Bekasi dan Kabupaten 
Bekasi (Exclude Cikarang) • SMS/Whatsapp : 083829114398 • BB Pin : 
D5B1AA61 • LINE : adorableprojects013",no,x,,x
gnd.t,Saya minta ca untuk daerah karawaci dong ka,no,jawab,,jawab
nadyamodina,"Td dah cek web, yg hitam ini tulisanya kehabisan, jd gmn min ? @adorableprojects",no,jawab,,jawab
zakiyyahikaa,Sepatu yang item itu masih ready ga? @adorableprojects,no,jawab,,jawab
dwirss,Mau tanya untuk sierra sandalsnya warna ada yg lain gak?  Atau hanya itu aja warnanya?  @adorableprojects,no,jawab,,jawab
adorableprojects,Hi @dwirss hanya ada satu warna kakak,no,x,,x
adorableprojects,Hi @zakiyyahikaa saat ini sudah sold out kakak,no,x,,x
adorableprojects,@nadyamodina cek dm ya kakak,no,x,,x
valbinalzm,@n.yulianti14,no,abaikan,,abaikan
adorableprojects,"Hi @gnd.t Kamu bs hubungi Anggi, Customer Service Area Tangerang • SMS/WA : 089672105734 • BB Pin : 5FE40AAE • LINE : adorableprojects025",no,x,,x
zakiyyahikaa,"Kalau mau order gimana yah, area bandung barat? @adorableprojects",no,jawab,,jawab
