no,id,content,main post,poster post,label
206,adorableprojects,Adding handmade sneaker to your outfit? Why not? Have a great Tuesday!ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤ'Gevery Sneakers' IDR 180.000Material : PU LeatherOutsole : Thermo Plastic Rubber (Good Quality Grade)ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤBeige : Available size 35 s/d 41Black : Available size 35 s/d 42Pink : Available size 35/36/37/38/39/41White : Available size 35 s/d 42ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤReturnable and Refundable since 2008 make your online shopping experience more fun. Yuk diorder! 😁🙏,yes,yes,x
207,restuekaseptianti,@yusofa17,no,no,x
208,rossameilani,Ka minta kontak cs jakarta barat dong @adorableprojects,no,no,x
209,bellaswiska,kak minta  kontak cs nya jawa tengah dong kak ?,no,no,x
210,bernaditawulantari,@dwianarachmawati @dwianirachmawati  yg putih bagus nggak? Pantes ga ya dipake aku,no,no,x
211,dwianirachmawati,Kata aku bagusan yg coklat mi kalo kata aku @bernaditawulantari,no,no,x
212,adorableprojects,"@bellaswiska Kamu bs hubungi Ricko, Customer Service area Jawa Tengah (Purwodadi, Purwokerto, Batang, Blora, Boyolali, Brebes, Cilacap, Demak, Jepara, Karanganyar, Kebumen, Kendal, Klaten, Kudus, Pati, Pemalang, Purbalingga, Purworejo, Rembang, Sragen, Sukoharjo, Banjarnegara, Temanggung, Wonogiri, Wonosobo, Magelang, Pekalongan, Salatiga, Surakarta dan Tegal)(• SMS/Whatsapp : 081222553972 • BB Pin : D5F3CB19 • LINE : adorableprojects012.",no,yes,x
213,adorableprojects,"@rossameilani Kamu bs hubungi Ace, Customer Service Area Jakarta Barat • SMS/WA: 083820678137 • BB Pin : D4863AD8 • LINE : adorableprojects001.",no,yes,x
214,diankumalasari,Kak minta kontak cs semarang ya mbaa?,no,no,x
215,adorableprojects,"Hi @diankumalasari Kamu bs hubungi Rafa, Customer Service Area Semarang • SMS/WA : 085724381603 • BB Pin : D55FA558 • LINE : adorableprojects019",no,yes,x
216,lindaundari,Ka minta kontak cs tangerang yah,no,no,x
217,adorableprojects,"Hi @lindaundari Kamu bs hubungi Anggi, Customer Service Area Tangerang • SMS/WA : 089672105734 • BB Pin : 5FE40AAE • LINE : adorableprojects025",no,yes,x
218,najmazahara26,Kak boleh minta cs surabaya?,no,no,x
219,adorableprojects,"Hi @najmazahara26 Kamu bs hubungi Wahyu, Customer Service area Surabaya • SMS/WA : 083820668920 • BB Pin : D4FCA501 • LINE : adorableprojects020",no,yes,x
220,najmazahara26,Makasih kakk,no,no,x
221,adorableprojects,"Hi @najmazahara26 ok kak, Sama - sama kak 🙏 Mudah mudahan pelayanan kami berkenan ya 😊",no,yes,x
222,imaamel,Kuyyyy @fuad_fuadah 😃😃,no,no,x
223,leovinus08,klo DKI Jakarta gmn min?,no,no,x
224,leovinus08,Jakarta Timur,no,no,x
225,dwianarachmawati,Bagus diiit yang putih @bernaditawulantari,no,no,x
226,dwianarachmawati,Cocok2 aja soalnya modelnya sneakers pada umumnya @bernaditawulantari,no,no,x
227,adorableprojects,Hi @leovinus08 maaf tepatnya jakarta mana dan kecamatan apa kak?😊,no,yes,x
228,adorableprojects,Hi @leovinus08 kecamatan apa kak?😊,no,yes,x
229,leovinus08,@adorableprojects cakung barat kak,no,no,x
230,adorableprojects,"Hi @leovinus08 Kamu bs hubungi Eky, Customer Service Area KaJakarta Timur 1 (Kec. Matraman, Kec. Pulo Gadung, Kec. Cakung, Kec. Jatinegara, Kec. Duren Sawit) • SMS/Whatsapp : 089618563214 • BB Pin : D588820B • LINE : adorableprojects016",no,yes,x
231,alifaninurramadhan,Kak minta cs yang cimahi,no,no,x
232,adorableprojects,"Hi @alifaninurramadhan Kamu bs hubungi Cuen, Customer Service area Kota Cimahi, Kab. Bandung dan Kab. Bandung Barat • SMS/Whatsapp : 089638761611 • BB Pin : D5D46530 • LINE : adorableprojects022",no,yes,x
233,okutisuya,"Kak minta cs Cilandak Jaksel ya,thanks",no,no,x
234,adorableprojects,"Hi @okutisuya Kamu bs hubungi Hendra, Customer Service Area Jakarta Selatan 2 (Kec. Mampang Prapatan, Kec. Pancoran, Kec. Cilandak, Kec. Pasar Minggu, Kec. Jagakarsa) • SMS/WA: 083821613026 • BB Pin : 5F46D518 • LINE : adorableprojects024",no,yes,x
235,yantiamah,Ka...mau order gmn cranya,no,no,x
236,adorableprojects,Hi @yantiamah domisilinya di kota mana kak?,no,yes,x
237,yantiamah,Jkrta selatan ka..kebyoran lama,no,no,x
238,fuad_fuadah,Kuyy lahhh @imaamel,no,no,x
239,adorableprojects,"@yantiamah Kamu bs hubungi Mul, Customer Service Area Jakarta Selatan 1 (Kec. Setiabudi, Kec. Tebet, Kec. Kebayoran Baru, Kec. Kebayoran Lama, Kec. Pesanggrahan) • SMS/WA: 083820398361 • BB Pin : 2B09D668 • LINE : adorableprojects015",no,yes,x
240,yantiamah,"Ok,,thx ka",no,no,x
241,adorableprojects,"Ready to accompany you during the days and warm you during the nights.ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤ'Strelli Navy Bomber Jacket' IDR 155.000Material : PolyesterLight Parka ( Ringan dan tidak tebal )Available size SㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤTersedia juga dgn warna brown, black, grey, dan creamy. Untuk size yg tidak tertera bisa ikut waiting list dlu via cs area masing-masing 😁🙏",yes,yes,x
242,auliasafitri,Ada warna pink ga?,no,no,x
243,nfmeilani,Size warna lainnya mana min @adorableprojects ??,no,no,x
244,adorableprojects,@nfmeilani kakak biasa pakai size berapa?,no,yes,x
245,adorableprojects,@auliasafitri saat ini blm rilis warna pink kak,no,yes,x
246,nfmeilani,"@adorableprojects XXL min,",no,no,x
247,atinafwd,Info cs salatiga kak,no,no,x
248,zulfa778,Mau order daerah bandung gimana ya ka? @adorableprojects,no,no,x
249,adorableprojects,"Hi @naziraa78 Kamu bs hubungi Simon, Customer Service area Kota Bandung • SMS/Whatsapp : 087825394303 • BB Pin : D5305ABD • LINE : adorableprojects005",no,yes,x
250,adorableprojects,"@atinafwd Kamu bs hubungi Ricko, Customer Service area Jawa Tengah (Purwodadi, Purwokerto, Batang, Blora, Boyolali, Brebes, Cilacap, Demak, Jepara, Karanganyar, Kebumen, Kendal, Klaten, Kudus, Pati, Pemalang, Purbalingga, Purworejo, Rembang, Sragen, Sukoharjo, Banjarnegara, Temanggung, Wonogiri, Wonosobo, Magelang, Pekalongan, Salatiga, Surakarta dan Tegal)(• SMS/Whatsapp : 081222553972 • BB Pin : D5F3CB19 • LINE : adorableprojects012",no,yes,x
251,adorableprojects,"@nfmeilani untuk size XXL nya lagi out of stock semua warna kak, Kalo kakak mau bisa ikut waiting list dlu via cs areanya",no,yes,x
252,ida_muspiroh,Cs daerah serang banten kemana,no,no,x
253,adorableprojects,"Hi @ida_muspiroh Kamu bs hubungi Asep, Customer Service area Banten • SMS/WA : 089504375265 • BB Pin : D5A31C95 • LINE : adorableprojects021",no,yes,x
254,evanurnaeni,Info cs malang kak @adorableprojects,no,no,x
255,sellaaramadani,@adorableprojects cs Jakarta?,no,no,x
256,adorableprojects,Hi @sellaaramadani tepatnya jkt mana dan di kecamatan apa?,no,yes,x
257,adorableprojects,"Hi @evanurnaeni Kamu bs hubungi Adit, Customer Service area Jawa Timur (Kota Batu, Bangkalan, Banyuwangi, Blitar, Bojonegoro, Bondowoso, Gresik, Jember, Jombang, Kediri, Lamongan, Lumajang, Madiun, Magetan, Malang, Mojokerto, Nganjuk, Ngawi, Pacitan, Pamekasan, Pasuruan,Ponorogo, Probolinggo, Sampang, Sidoarjo, Situbondo, Sumenep, Trenggalek, Tuban dan Tulungagung) • SMS/Whatsapp : 083820416601 • BB Pin : D5043EB0 • LINE : adorableprojects007",no,yes,x
258,tatialestari,Minta info admin wilayah jogja @adorableprojects,no,no,x
259,aisyahkarmin,"Min, minta info CS Semarang Donk, trims 😊",no,no,x
260,adorableprojects,"Hi @aisyahkarmin Kamu bs hubungi Rafa, Customer Service Area Semarang • SMS/WA : 085724381603 • BB Pin : D55FA558 • LINE : adorableprojects019",no,yes,x
261,adorableprojects,"Hi @tatialestari Kamu bs hubungi Rio, Customer Service Area DI Yogyakarta • SMS/WA : 089690392401 • BB Pin : D454DCF7 • LINE : adorableprojects003",no,yes,x
262,fifit_ar28,Cs kendari min @adorableprojects,no,no,x
263,sellaaramadani,"@adorableprojects Jakarta Selatan,  Jagakarsa",no,no,x
264,adorableprojects,"Hi @sellaaramadani Kamu bs hubungi Hendra, Customer Service Area Jakarta Selatan 2 (Kec. Mampang Prapatan, Kec. Pancoran, Kec. Cilandak, Kec. Pasar Minggu, Kec. Jagakarsa) • SMS/WA: 083821613026 • BB Pin : 5F46D518 • LINE : adorableprojects024",no,yes,x
265,adorableprojects,"@fifit_ar28 Kamu bs hubungi Pegy, Customer Service Area Sulawesi, Maluku dan Papua • SMS/WA : 085974611707 • BB Pin : D65ADF89 • LINE : adorableprojects009",no,yes,x
266,ichajija,Yg on model ukuran apa kak?,no,no,x
267,ichajija,@adorableprojects,no,no,x
268,ichajija,Iyaa size apa min?,no,no,x
269,adorableprojects,Hi @ichajija untuk size on modelnya size S kak😊,no,yes,x
270,zulfa778,"Ka masuk line ga bisa penuh, terus lewat bm ga acc. @adorableprojects",no,no,x
271,srlsaprlni,Itu belakangnya polos Kan min ?@adorableprojects,no,no,x
272,adorableprojects,Hi @srlsaprlni iya polos kakak,no,yes,x
273,adorableprojects,@zulfa778 di coba via whatsapp dlu kak,no,yes,x
274,adorableprojects,"This bomber jacket so trendy design and very suitable to wear, let's check! 😘ㅤㅤㅤㅤㅤㅤ'Seques Olive Bomber Jacket' IDR 160.000Material : PolyesterLight ParkaPuring : Satin With dacronAvaialable size S/MSize on Model : SㅤㅤㅤㅤㅤㅤFor more info please feel free to ask our csr more info (9wib - 21 wib)! 😁🙏",yes,yes,x
275,arumjani,Bandung timur CS nya kmn ya kak,no,no,x
276,smarsyana,Warnanya cm olive doang?,no,no,x
277,adorableprojects,@smarsyana iya kak saat ini baru rilis warna olive aja kak,no,yes,x
278,adorableprojects,"Hi @arumjani Kamu bs hubungi Simon, Customer Service area Kota Bandung • SMS/Whatsapp : 087825394303 • BB Pin : D5305ABD • LINE : adorableprojects005",no,yes,x
279,innenidya,Bleh tau cs Surabaya?,no,no,x
280,adorableprojects,"Hi @innenidya Kamu bs hubungi Wahyu, Customer Service area Surabaya • SMS/WA : 083820668920 • BB Pin : D4FCA501 • LINE : adorableprojects020",no,yes,x
281,innenidya,@adorableprojects thankd,no,no,x
282,adorableprojects,@innenidya iya sama sama kak,no,yes,x
283,galuhprby_,Pengen @nisamukti_,no,no,x
284,oliviaoktavianiii,Kak alamat tokony dmn @adorableprojects,no,no,x
285,adorableprojects,"Hi @oliviaoktavianiii saat ini kita blm ada tokonya kak, kako warehouse kita di cimahi kak. Alamatnya :  Komp. Kavling IPTN Jl. Nusantara Raya No. 91 Cihanjuang, Cimahi (Jalan depan pabrik es diamond cihanjuang sebelum sekolah PGRI, cat rumah warna putih )",no,yes,x
286,pu4nti,Warna abu2 ada mbak?,no,no,x
287,adorableprojects,Hi @pu4nti baru rilis satu warna kak,no,yes,x
288,yennyenz_,"Kak, untuk Surabaya dan sekitarnya menghubungi kemana ya? Thx",no,no,x
289,adorableprojects,"Hi @yennyenz_ Kamu bs hubungi Wahyu, Customer Service area Surabaya • SMS/WA : 083820668920 • BB Pin : D4FCA501 • LINE : adorableprojects020",no,yes,x
290,chastagram9793,Ukuran LD nya berapa? Kecil ya ini?,no,no,x
291,adorableprojects,Hi @chastagram9793 kakak biasa pakai size berapa?😊,no,yes,x
292,chastagram9793,L kalo jaket @adorableprojects,no,no,x
293,adorableprojects,@chastagram9793 (Size L)Panjang Baju : 80CmLingkar Dada : 104CmLebar Bahu : 48CmLingkar Ketiak : 50CmPanjang Lengan Baju : 59CmLingkar Bawah Baju : 116Cm,no,yes,x
294,chastagram9793,Jaket yg ini ada L nya emang?,no,no,x
295,adorableprojects,"Hi @chastagram9793 Maaf kak, saat ini sdg out of stock. 🙏",no,yes,x
296,nisamukti_,Tumbas sist @galuhprby_,no,no,x
297,dvi_sagitha,@adorableprojects klo mau order gimna sis minta cs jakarta timur donk,no,no,x
298,adorableprojects,"@dvi_sagitha Kamu bs hubungi Eky, Customer Service Area KaJakarta Timur 1 (Kec. Matraman, Kec. Pulo Gadung, Kec. Cakung, Kec. Jatinegara, Kec. Duren Sawit) • SMS/Whatsapp : 089618563214 • BB Pin : D588820B • LINE : adorableprojects016",no,yes,x
299,dvi_sagitha,@adorableprojects Oke tks kak,no,no,x
300,adorableprojects,"Fashion is not something that exists in dresses only. Fashion is in the sky, in the street, fashion has to do with ideas and the way we live.ㅤㅤㅤㅤㅤㅤ'Chrizzy Pink II Sneakers' IDR 189.000Material : PU LeatherOutsole : Good Quality Thermo Plastic RubberAvailable size 36/37/38/39/41ㅤㅤㅤㅤㅤㅤSelain warna pink tersedia juga varian warna White, black, creamy, blue, dan navy. Untuk size yg tidak tertera bisa ikut waiting list dlu via cs area masing-masing😊🙏",yes,yes,x
301,indritianingm,Apik e @himadewim,no,no,x
302,nuning_esti,@adorableprojects kak boleh monta CS kalideres,no,no,x
303,adorableprojects,"Hi @nuning_esti Kamu bs hubungi Ace, Customer Service Area Jakarta Barat • SMS/WA: 083820678137 • BB Pin : D4863AD8 • LINE : adorableprojects001",no,yes,x
304,sierraklmp,Boleh minta cs jakarta pusat? Thanks,no,no,x
305,adorableprojects,"Hi @sierraklmp Kamu bs hubungi Wida, Customer Service Area Jakarta Pusat • SMS/Whatsapp : 089682468526 • BB Pin : 5FBAB63E • LINE : adorableprojects027",no,yes,x
306,gelinasima,Min buat ukuran 36 brp cm ya? Pengen yg biru @adorableprojects,no,no,x
307,adorableprojects,"Hi @gelinasima agar lebih nyaman bisa konsultasikan sama cs areanya, sudah ada kontaknya blm?",no,yes,x
308,yanii_nayy,Cs Depok dong ka @adorableprojects,no,no,x
309,arniall,cs medan min,no,no,x
310,febianipratama,Ka boleh minta cs tasikmalaya jabar?,no,no,x
311,gelinasima,"Belum ka,  untung jatinangor @adorableprojects",no,no,x
312,wiiddwiidd,Hii @adorableprojects ka boleh minta no cs Jakarta Timur dan barat,no,no,x
313,adorableprojects,"Hi @wiiddwiidd Kamu bs hubungi Eky, Customer Service Area KaJakarta Timur 1 (Kec. Matraman, Kec. Pulo Gadung, Kec. Cakung, Kec. Jatinegara, Kec. Duren Sawit) • SMS/Whatsapp : 089618563214 • BB Pin : D588820B • LINE : adorableprojects016/ Kamu bs hubungi Ace, Customer Service Area Jakarta Barat • SMS/WA: 083820678137 • BB Pin : D4863AD8 • LINE : adorableprojects001",no,yes,x
314,adorableprojects,"@gelinasima Kamu bs hubungi Gilang, Customer Service Area Jawa Barat 2 (Area Jatinangor, Sumedang, Tasikmalaya, Garut, Banjar dan Ciamis) • SMS/Whatsapp : 083822712131 • BB Pin : D426F400 • LINE : adorableprojects008",no,yes,x
315,adorableprojects,"@febianipratama Kamu bs hubungi Gilang, Customer Service Area Jawa Barat 2 (Area Jatinangor, Sumedang, Tasikmalaya, Garut, Banjar dan Ciamis) • SMS/Whatsapp : 083822712131 • BB Pin : D426F400 • LINE : adorableprojects008",no,yes,x
316,adorableprojects,"@arniall Kamu bs hubungi Deny, Customer Service Area Aceh, Sumatera Utara, Sumatera Barat, Jambi dan Bengkulu • SMS/WA : 081809098587 • BB Pin : D57AFA36 • LINE : adorableprojects011",no,yes,x
317,adorableprojects,@yanii_nayy tepatnya di keacamatan apa kak?,no,yes,x
318,umikhasanahh,Cs jaksel kak,no,no,x
319,dnovarita,Sis minta CP serpong ya.. Makasihh,no,no,x
320,arininrfdlh,Gemesh ik @_ikapuspitasari,no,no,x
321,lolarahmadinaa_,Warnanya yg fullblack ada g ka? @adorableprojects,no,no,x
322,yanii_nayy,Pancoran mas Depok ka @adorableprojects,no,no,x
323,dmtorys,CS makassar dong kak  @adorableprojects,no,no,x
324,pritabella,Cs malang/ surabaya dong ka,no,no,x
325,dara.sho,@herliyaniherli,no,no,x
326,herliyaniherli,Cantik dar kaya ampun ku yang cream @dara.sho,no,no,x
327,windarichristy,Mau pesan dong,no,no,x
328,adorableprojects,Hi @windarichristy domisilinya di kota mana kak?,no,yes,x
329,adorableprojects,"@pritabella Kamu bs hubungi Adit, Customer Service area Jawa Timur (Kota Batu, Bangkalan, Banyuwangi, Blitar, Bojonegoro, Bondowoso, Gresik, Jember, Jombang, Kediri, Lamongan, Lumajang, Madiun, Magetan, Malang, Mojokerto, Nganjuk, Ngawi, Pacitan, Pamekasan, Pasuruan,Ponorogo, Probolinggo, Sampang, Sidoarjo, Situbondo, Sumenep, Trenggalek, Tuban dan Tulungagung) • SMS/Whatsapp : 083820416601 • BB Pin : D5043EB0 • LINE : adorableprojects007",no,yes,x
330,adorableprojects,"@dmtorys Kamu bs hubungi Aoki, Customer Service Area Kota Makassar • SMS/Whatsapp : 085960040055 • BB Pin : D2ED4D4B • LINE : adorableprojects030",no,yes,x
331,adorableprojects,"@lolarahmadinaa_ ada kak, saat ini ready size 36/37/38/39/40/41 kak",no,yes,x
332,adorableprojects,"@dnovarita Kamu bs hubungi Angga, Customer Service Area Tangerang Selatan • SMS/WA : 089621218267 • BB Pin : D4071F2E • LINE : adorableprojects010",no,yes,x
333,adorableprojects,@umikhasanahh tepatnya dikecamatan apa kak?,no,yes,x
334,dnovarita,Sis line nya uda full.. Wa saya ga bisa nih klo duluan chat. Bbm ga ada,no,no,x
335,dnovarita,Wa saya 081252678844,no,no,x
336,umikhasanahh,Kebayoran baru kak,no,no,x
337,yanii_nayy,Pancoran mas Depok ka @adorableprojects,no,no,x
338,windarichristy,Bandung,no,no,x
339,sfarhana.f,@_adts,no,no,x
340,adorableprojects,"@windarichristy Kamu bs hubungi Simon, Customer Service area Kota Bandung • SMS/Whatsapp : 087825394303 • BB Pin : D5305ABD • LINE : adorableprojects005",no,yes,x
341,adorableprojects,"@yanii_nayy Kamu bs hubungi Lingga, Customer Service Area Depok 2 (Kec. Sawangan, Kec. Pancoran Mas, Kec. Cipayung, Kec. Cilodong, Kec. Sukmajaya, Kec. Tapos) • SMS/WA: 083821951315 • BB Pin : D4C8B5A3 • LINE : adorableprojects028",no,yes,x
342,adorableprojects,"@umikhasanahh Kamu bs hubungi Mul, Customer Service Area Jakarta Selatan 1 (Kec. Setiabudi, Kec. Tebet, Kec. Kebayoran Baru, Kec. Kebayoran Lama, Kec. Pesanggrahan) • SMS/WA: 083820398361 • BB Pin : 2B09D668 • LINE : adorableprojects015",no,yes,x
343,adorableprojects,@dnovarita kakak domisilinya di kota mana ?,no,yes,x
344,dnovarita,Kec. Serpong. Jl. Raya BSD,no,no,x
345,tursinaintan,Kalau daerah Semarang kak?,no,no,x
346,adorableprojects,"Hi @tursinaintan Kamu bs hubungi Rafa, Customer Service Area Semarang • SMS/WA : 085724381603 • BB Pin : D55FA558 • LINE : adorableprojects019",no,yes,x
347,adorableprojects,"@dnovarita Kamu bs hubungi Angga, Customer Service Area Tangerang Selatan • SMS/WA : 089621218267 • BB Pin : D4071F2E • LINE : adorableprojects010",no,yes,x
348,tursinaintan,"Ok kak, trimakasih @adorableprojects",no,no,x
349,miftahussalamazzahra,Padang,no,no,x
350,adorableprojects,"@miftahussalamazzahra Kamu bs hubungi Deny, Customer Service Area Aceh, Sumatera Utara, Sumatera Barat, Jambi dan Bengkulu • SMS/WA : 081809098587 • BB Pin : D57AFA36 • LINE : adorableprojects011",no,yes,x
351,putriagustinmere,Bali???,no,no,x
352,adorableprojects,"Hi @putriagustinmere Kamu bs hubungi Yusra, Customer Service Area Bali dan Nusa Tenggara • SMS/WA : 085974702333 • BB Pin : D4AFAF07 • LINE : adorableprojects014",no,yes,x
353,anisahnurmeita,Halo kak mau info cs area kota yogyakarta dong. Makasi 😃,no,no,x
354,adorableprojects,"Hi @anisahnurmeita Kamu bs hubungi Rio, Customer Service Area DI Yogyakarta • SMS/WA : 089690392401 • BB Pin : D454DCF7 • LINE : adorableprojects003",no,yes,x
355,putriagustinmere,Makasih kak.,no,no,x
356,adorableprojects,@putriagustinmere iya sama sama lakak,no,yes,x
357,nutell.ew,Cs bekasi?,no,no,x
358,adorableprojects,"Hi @nutell.ew Kamu bs hubungi Okta, Customer Service area Kota Bekasi dan Kabupaten Bekasi (Exclude Cikarang & Cibitung) • SMS/Whatsapp : 083829114398 • BB Pin : D5B1AA61 • LINE : adorableprojects013",no,yes,x
359,fitriningrum1,Kak yg ini ada warna lain? @adorableprojects,no,no,x
360,adorableprojects,"@fitriningrum1 iya ada kak, wada warna black, white, creamy, blue, navy kak",no,yes,x
361,marshasalsa,Cs pekalongan min,no,no,x
362,fifit_ar28,Cs kendari ?,no,no,x
363,meiliyanils,kak ini ada warna ungunya gak?,no,no,x
364,adorableprojects,@meiliyanils saat ini blm rilis warna ungu kka,no,yes,x
365,adorableprojects,"@fifit_ar28 Kamu bs hubungi Pegy, Customer Service Area Sulawesi, Maluku dan Papua • SMS/WA : 085974611707 • BB Pin : D65ADF89 • LINE : adorableprojects009",no,yes,x
366,adorableprojects,"@marshasalsa Kamu bs hubungi Ricko, Customer Service area Jawa Tengah (Purwodadi, Purwokerto, Batang, Blora, Boyolali, Brebes, Cilacap, Demak, Jepara, Karanganyar, Kebumen, Kendal, Klaten, Kudus, Pati, Pemalang, Purbalingga, Purworejo, Rembang, Sragen, Sukoharjo, Banjarnegara, Temanggung, Wonogiri, Wonosobo, Magelang, Pekalongan, Salatiga, Surakarta dan Tegal)(• SMS/Whatsapp : 081222553972 • BB Pin : D5F3CB19 • LINE : adorableprojects012",no,yes,x
367,octaviani2593,"Sist cara pemesanannya gimana ya, mau yang navy sepatu nya",no,no,x
368,zenny_alfy,Cs Tangerang Selatan ka??,no,no,x
369,adorableprojects,"@zenny_alfy Kamu bs hubungi Angga, Customer Service Area Tangerang Selatan • SMS/WA : 089621218267 • BB Pin : D4071F2E • LINE : adorableprojects010",no,yes,x
370,adorableprojects,@octaviani2593 domisilinya di kota mana?,no,yes,x
371,official_blacksweet,"Kak, cs pasar minggu jaksel ada?",no,no,x
372,adorableprojects,"@official_blacksweet Kamu bs hubungi Hendra, Customer Service Area Jakarta Selatan 2 (Kec. Mampang Prapatan, Kec. Pancoran, Kec. Cilandak, Kec. Pasar Minggu, Kec. Jagakarsa) • SMS/WA: 083821613026 • BB Pin : 5F46D518 • LINE : adorableprojects024",no,yes,x
373,octaviani2593,Bekasi kak,no,no,x
374,adorableprojects,"@octaviani2593 Kamu bs hubungi Okta, Customer Service area Kota Bekasi dan Kabupaten Bekasi (Exclude Cikarang & Cibitung) • SMS/Whatsapp : 083829114398 • BB Pin : D5B1AA61 • LINE : adorableprojects013",no,yes,x
375,adorableprojects,"Involve good motives in whatever you do, and good motifs in whatever you wear😍ㅤㅤㅤㅤㅤㅤ'Scarllet Maroon Flatshoes' IDR 157.500Material : PU LeatherAvailable size 37/38/39/40/42/43ㅤㅤㅤㅤㅤㅤSelain warna maroon flatshoes ini juga tersedia dengan varian warna black, grey, dan pink. Order? Hub cs area kmu 😊🙏",yes,yes,x
376,diana.novieta,Maaf kak chat aku kok gak di balas balas ya sama cs area Sumut,no,no,x
377,icaicaaa_,Ini ada lagi mba @raniish_,no,no,x
378,adorableprojects,Hi @diana.novieta maaf kak sblmnya kakak hub csnya via apa kak?😊,no,yes,x
379,ol_ahmad18,Cs area Jakarta Utara apa ya ka,no,no,x
380,adorableprojects,"Hi @ol_ahmad18 Kamu bs hubungi Upi, Customer Service Area Jakarta Utara • SMS/Whatsapp : 083829211818 • BB Pin : D41E2924 • LINE : adorableprojects017.",no,yes,x
381,emmarikha,Kalo cs jawa timur hbgi kemana min ?,no,no,x
382,adorableprojects,"Hi @emmarikha Kamu bs hubungi Adit, Customer Service area Jawa Timur (Kota Batu, Bangkalan, Banyuwangi, Blitar, Bojonegoro, Bondowoso, Gresik, Jember, Jombang, Kediri, Lamongan, Lumajang, Madiun, Magetan, Malang, Mojokerto, Nganjuk, Ngawi, Pacitan, Pamekasan, Pasuruan,Ponorogo, Probolinggo, Sampang, Sidoarjo, Situbondo, Sumenep, Trenggalek, Tuban dan Tulungagung) • SMS/Whatsapp : 083820416601 • BB Pin : D5043EB0 • LINE : adorableprojects007.",no,yes,x
383,emmarikha,Ini dek @gracecilia94 😉,no,no,x
384,tryaaaaaan,Kak kalo cs serang berapa ya?,no,no,x
385,mrs.malaa,Cara nge hub area bandar lampung @adorableprojects,no,no,x
386,adorableprojects,"Hi @mrs.malaa Kamu bs hubungi Boni, Customer Service area Sumatera Selatan, Lampung, Riau, Kep. Riau dan Kep. Bangka Belitung • SMS/WA : 089618605183 • BB Pin : D5D39AE7 • LINE : adorableprojects002",no,yes,x
387,adorableprojects,"@tryaaaaaan Kamu bs hubungi Asep, Customer Service area Banten • SMS/WA : 089504375265 • BB Pin : D5A31C95 • LINE : adorableprojects021",no,yes,x
388,tyas_wulandary,Lucuuu,no,no,x
389,tyas_wulandary,Lucuuu,no,no,x
390,pranantiwi,cs bali kakka @adorableprojects,no,no,x
391,reniyustika,Bisa minta size chart untuk shoes nya ka?,no,no,x
392,adorableprojects,"Hi @reniyustika silahkan chat langsung sama cs areanya kak, sudah ada kontaknya blm ka?",no,yes,x
393,adorableprojects,"Hi @pranantiwi Kamu bs hubungi Yusra, Customer Service Area Bali dan Nusa Tenggara • SMS/WA : 085974702333 • BB Pin : D4AFAF07 • LINE : adorableprojects014",no,yes,x
394,tafrah7,@devickas_,no,no,x
395,danniarach,ada cs area tangerang tidak?,no,no,x
396,adorableprojects,"Hi @danniarach Kamu bs hubungi Anggi, Customer Service Area Tangerang • SMS/WA : 089672105734 • BB Pin : 5FE40AAE • LINE : adorableprojects025",no,yes,x
397,firaalya,Cs bandung?,no,no,x
398,adorableprojects,"Hi @firaalya Kamu bs hubungi Simon, Customer Service area Kota Bandung • SMS/Whatsapp : 087825394303 • BB Pin : D5305ABD • LINE : adorableprojects005",no,yes,x
399,firaalya,Makasihh😊,no,no,x
400,adorableprojects,@firaalya iya sama sama kak,no,yes,x
401,sylvianafransiska,Cs bekasi?,no,no,x
402,adorableprojects,"Hi @sylvianafransiska Kamu bs hubungi Okta, Customer Service area Kota Bekasi dan Kabupaten Bekasi (Exclude Cikarang & Cibitung) • SMS/Whatsapp : 083829114398 • BB Pin : D5B1AA61 • LINE : adorableprojects013",no,yes,x
403,tiyasap,@adorableprojects hai kak klo biasa pakai size 38 pakai ini size brp ya?  Atau sama?,no,no,x
404,adorableprojects,"@tiyasap agar lebih nyaman kakak bisa konsultasikan sama cs areanya, sudah ada kontak cs areanya blm?",no,yes,x
405,triaindriaaa,boleh minta kontak cs untuk jakarta timur ?,no,no,x
406,bellaaghst,"kak, minta cs area surabaya dong",no,no,x
407,adorableprojects,"Hi @bellaaghst Kamu bs hubungi Wahyu, Customer Service area Surabaya • SMS/WA : 083820668920 • BB Pin : D4FCA501 • LINE : adorableprojects020",no,yes,x
408,adorableprojects,"@triaindriaaa Kamu bs hubungi Eky, Customer Service Area KaJakarta Timur 1 (Kec. Matraman, Kec. Pulo Gadung, Kec. Cakung, Kec. Jatinegara, Kec. Duren Sawit) • SMS/Whatsapp : 089618563214 • BB Pin : D588820B • LINE : adorableprojects016",no,yes,x
